district_clean,state_clean,year,CERI_norm,Risk_Category,
perambalur,tamil nadu,2022,0.684636467,High Risk,
perambalur,tamil nadu,2023,0.636277992,Medium Risk,
pudukkottai,tamil nadu,2017,0.334917011,Low Risk,
pudukkottai,tamil nadu,2018,0.343620949,Medium Risk,
pudukkottai,tamil nadu,2019,0.371804472,Medium Risk,
pudukkottai,tamil nadu,2020,0.569468483,Medium Risk,
pudukkottai,tamil nadu,2021,0.702611882,High Risk,
pudukkottai,tamil nadu,2022,0.651979743,Medium Risk,
pudukkottai,tamil nadu,2023,0.613849433,Medium Risk,
ramanathapuram,tamil nadu,2017,0.295915703,Low Risk,
ramanathapuram,tamil nadu,2018,0.330275306,Low Risk,
ramanathapuram,tamil nadu,2019,0.342089411,Medium Risk,
ramanathapuram,tamil nadu,2020,0.519398905,Medium Risk,
ramanathapuram,tamil nadu,2021,0.679006696,High Risk,
ramanathapuram,tamil nadu,2022,0.619349221,Medium Risk,
ramanathapuram,tamil nadu,2023,0.583703458,Medium Risk,
salem,tamil nadu,2017,0.29867939,Low Risk,
salem,tamil nadu,2018,0.317706426,Low Risk,
salem,tamil nadu,2019,0.314243945,Low Risk,
salem,tamil nadu,2020,0.495249105,Medium Risk,
salem,tamil nadu,2021,0.663663338,Medium Risk,
salem,tamil nadu,2022,0.604910686,Medium Risk,
salem,tamil nadu,2023,0.568462849,Medium Risk,
sivaganga,tamil nadu,2017,0.326878964,Low Risk,
sivaganga,tamil nadu,2018,0.351165556,Medium Risk,
sivaganga,tamil nadu,2019,0.3668543,Medium Risk,
sivaganga,tamil nadu,2020,0.562362159,Medium Risk,
sivaganga,tamil nadu,2021,0.7060924,High Risk,
sivaganga,tamil nadu,2022,0.665211122,Medium Risk,
sivaganga,tamil nadu,2023,0.632387292,Medium Risk,
thanjavur,tamil nadu,2017,0.33001142,Low Risk,
thanjavur,tamil nadu,2018,0.344929664,Medium Risk,
thanjavur,tamil nadu,2019,0.357287947,Medium Risk,
thanjavur,tamil nadu,2020,0.555672839,Medium Risk,
thanjavur,tamil nadu,2021,0.686666545,High Risk,
thanjavur,tamil nadu,2022,0.63654091,Medium Risk,
thanjavur,tamil nadu,2023,0.605790381,Medium Risk,
theni,tamil nadu,2017,0.299479816,Low Risk,
theni,tamil nadu,2018,0.345065843,Medium Risk,
theni,tamil nadu,2019,0.344995694,Medium Risk,
theni,tamil nadu,2020,0.547033964,Medium Risk,
theni,tamil nadu,2021,0.659274106,Medium Risk,
theni,tamil nadu,2022,0.644156491,Medium Risk,
theni,tamil nadu,2023,0.583547884,Medium Risk,
thenilgiris,tamil nadu,2017,0.283579162,Low Risk,
thenilgiris,tamil nadu,2018,0.32670553,Low Risk,
thenilgiris,tamil nadu,2019,0.33554645,Low Risk,
thenilgiris,tamil nadu,2020,0.540007556,Medium Risk,
thenilgiris,tamil nadu,2021,0.657845243,Medium Risk,
thenilgiris,tamil nadu,2022,0.663090284,Medium Risk,
thenilgiris,tamil nadu,2023,0.571604796,Medium Risk,
thiruvallur,tamil nadu,2017,0.344358129,Medium Risk,
thiruvallur,tamil nadu,2018,0.321252839,Low Risk,
thiruvallur,tamil nadu,2019,0.323111482,Low Risk,
thiruvallur,tamil nadu,2020,0.562233469,Medium Risk,
thiruvallur,tamil nadu,2021,0.637165443,Medium Risk,
thiruvallur,tamil nadu,2022,0.626640675,Medium Risk,
thiruvallur,tamil nadu,2023,0.587383998,Medium Risk,
thiruvarur,tamil nadu,2017,0.365484276,Medium Risk,
thiruvarur,tamil nadu,2018,0.378817027,Medium Risk,
thiruvarur,tamil nadu,2019,0.379452444,Medium Risk,
thiruvarur,tamil nadu,2020,0.602137433,Medium Risk,
thiruvarur,tamil nadu,2021,0.714861077,High Risk,
thiruvarur,tamil nadu,2022,0.665799749,Medium Risk,
thiruvarur,tamil nadu,2023,0.641630359,Medium Risk,
thoothukkudi,tamil nadu,2017,0.268303251,Low Risk,
thoothukkudi,tamil nadu,2018,0.317235667,Low Risk,
thoothukkudi,tamil nadu,2019,0.331234188,Low Risk,
thoothukkudi,tamil nadu,2020,0.489495055,Medium Risk,
thoothukkudi,tamil nadu,2021,0.646696995,Medium Risk,
thoothukkudi,tamil nadu,2022,0.598482728,Medium Risk,
thoothukkudi,tamil nadu,2023,0.57464317,Medium Risk,
tiruchirappalli,tamil nadu,2017,0.29416691,Low Risk,
tiruchirappalli,tamil nadu,2018,0.316044038,Low Risk,
tiruchirappalli,tamil nadu,2019,0.327756365,Low Risk,
tiruchirappalli,tamil nadu,2020,0.500079062,Medium Risk,
tiruchirappalli,tamil nadu,2021,0.656618144,Medium Risk,
tiruchirappalli,tamil nadu,2022,0.629459697,Medium Risk,
tiruchirappalli,tamil nadu,2023,0.577084652,Medium Risk,
tirunelveli,tamil nadu,2017,0.297214208,Low Risk,
tirunelveli,tamil nadu,2018,0.32018931,Low Risk,
tirunelveli,tamil nadu,2019,0.349838559,Medium Risk,
tirunelveli,tamil nadu,2020,0.518185692,Medium Risk,
tirunelveli,tamil nadu,2021,0.653680178,Medium Risk,
tirunelveli,tamil nadu,2022,0.605196072,Medium Risk,
tirunelveli,tamil nadu,2023,0.561357421,Medium Risk,
tiruppur,tamil nadu,2017,0.26934173,Low Risk,
tiruppur,tamil nadu,2018,0.297130364,Low Risk,
tiruppur,tamil nadu,2019,0.298490609,Low Risk,
tiruppur,tamil nadu,2020,0.476749927,Medium Risk,
tiruppur,tamil nadu,2021,0.634706539,Medium Risk,
tiruppur,tamil nadu,2022,0.604408218,Medium Risk,
tiruppur,tamil nadu,2023,0.542682222,Medium Risk,
tiruvannamalai,tamil nadu,2017,0.386053797,Medium Risk,
tiruvannamalai,tamil nadu,2018,0.362996901,Medium Risk,
tiruvannamalai,tamil nadu,2019,0.3671206,Medium Risk,
tiruvannamalai,tamil nadu,2020,0.59453694,Medium Risk,
tiruvannamalai,tamil nadu,2021,0.701883816,High Risk,
tiruvannamalai,tamil nadu,2022,0.67931927,High Risk,
tiruvannamalai,tamil nadu,2023,0.640758138,Medium Risk,
vellore,tamil nadu,2017,0.366116092,Medium Risk,
vellore,tamil nadu,2018,0.338552782,Low Risk,
vellore,tamil nadu,2019,0.336222483,Low Risk,
vellore,tamil nadu,2020,0.566230802,Medium Risk,
vellore,tamil nadu,2021,0.675321483,High Risk,
vellore,tamil nadu,2022,0.64921844,Medium Risk,
vellore,tamil nadu,2023,0.628058116,Medium Risk,
viluppuram,tamil nadu,2017,0.429930052,Medium Risk,
viluppuram,tamil nadu,2018,0.419037516,Medium Risk,
viluppuram,tamil nadu,2019,0.411495573,Medium Risk,
viluppuram,tamil nadu,2020,0.616400223,Medium Risk,
viluppuram,tamil nadu,2021,0.748996817,High Risk,
viluppuram,tamil nadu,2022,0.715750541,High Risk,
viluppuram,tamil nadu,2023,0.67413368,High Risk,
virudunagar,tamil nadu,2017,0.27318031,Low Risk,
virudunagar,tamil nadu,2018,0.294154173,Low Risk,
virudunagar,tamil nadu,2019,0.305828669,Low Risk,
virudunagar,tamil nadu,2020,0.510535061,Medium Risk,
virudunagar,tamil nadu,2021,0.637829172,Medium Risk,
virudunagar,tamil nadu,2022,0.612966209,Medium Risk,
virudunagar,tamil nadu,2023,0.554559443,Medium Risk,
adilabad,telangana,2017,0.543025565,Medium Risk,
adilabad,telangana,2018,0.490109667,Medium Risk,
adilabad,telangana,2019,0.475082143,Medium Risk,
adilabad,telangana,2020,0.342575071,Medium Risk,
adilabad,telangana,2021,0.35437766,Medium Risk,
adilabad,telangana,2022,0.367581546,Medium Risk,
adilabad,telangana,2023,0.336437407,Low Risk,
hyderabad,telangana,2017,0.547917585,Medium Risk,
hyderabad,telangana,2018,0.462722831,Medium Risk,
hyderabad,telangana,2019,0.445034551,Medium Risk,
hyderabad,telangana,2020,0.401383177,Medium Risk,
hyderabad,telangana,2021,0.355037868,Medium Risk,
hyderabad,telangana,2022,0.361437558,Medium Risk,
hyderabad,telangana,2023,0.322290614,Low Risk,
karimnagar,telangana,2017,0.50981382,Medium Risk,
karimnagar,telangana,2018,0.442406724,Medium Risk,
karimnagar,telangana,2019,0.431974841,Medium Risk,
karimnagar,telangana,2020,0.342337116,Medium Risk,
karimnagar,telangana,2021,0.302059496,Low Risk,
karimnagar,telangana,2022,0.337829628,Low Risk,
karimnagar,telangana,2023,0.30957372,Low Risk,
khammam,telangana,2017,0.525959726,Medium Risk,
khammam,telangana,2018,0.485718284,Medium Risk,
khammam,telangana,2019,0.448505626,Medium Risk,
khammam,telangana,2020,0.383464147,Medium Risk,
khammam,telangana,2021,0.369972868,Medium Risk,
khammam,telangana,2022,0.348407274,Medium Risk,
khammam,telangana,2023,0.342021144,Medium Risk,
mahbubnagar,telangana,2017,0.552173837,Medium Risk,
mahbubnagar,telangana,2018,0.46218719,Medium Risk,
mahbubnagar,telangana,2019,0.461021278,Medium Risk,
mahbubnagar,telangana,2020,0.394131224,Medium Risk,
mahbubnagar,telangana,2021,0.350892897,Medium Risk,
mahbubnagar,telangana,2022,0.37180996,Medium Risk,
mahbubnagar,telangana,2023,0.323540349,Low Risk,
medak,telangana,2017,0.53812996,Medium Risk,
medak,telangana,2018,0.476365784,Medium Risk,
medak,telangana,2019,0.429145867,Medium Risk,
medak,telangana,2020,0.383648004,Medium Risk,
medak,telangana,2021,0.335314796,Low Risk,
medak,telangana,2022,0.350839269,Medium Risk,
medak,telangana,2023,0.334129178,Low Risk,
nalgonda,telangana,2017,0.516786432,Medium Risk,
nalgonda,telangana,2018,0.465175592,Medium Risk,
nalgonda,telangana,2019,0.423867622,Medium Risk,
nalgonda,telangana,2020,0.360770205,Medium Risk,
nalgonda,telangana,2021,0.333821266,Low Risk,
nalgonda,telangana,2022,0.338678504,Low Risk,
nalgonda,telangana,2023,0.316379474,Low Risk,
nizamabad,telangana,2017,0.500994504,Medium Risk,
nizamabad,telangana,2018,0.451509758,Medium Risk,
nizamabad,telangana,2019,0.419349537,Medium Risk,
nizamabad,telangana,2020,0.33112047,Low Risk,
nizamabad,telangana,2021,0.333396344,Low Risk,
nizamabad,telangana,2022,0.315215225,Low Risk,
nizamabad,telangana,2023,0.310759977,Low Risk,
rangareddy,telangana,2017,0.547774938,Medium Risk,
rangareddy,telangana,2018,0.471893729,Medium Risk,
rangareddy,telangana,2019,0.43481664,Medium Risk,
rangareddy,telangana,2020,0.385040326,Medium Risk,
rangareddy,telangana,2021,0.346348024,Medium Risk,
rangareddy,telangana,2022,0.356911654,Medium Risk,
rangareddy,telangana,2023,0.315150958,Low Risk,
warangal,telangana,2017,0.515891676,Medium Risk,
warangal,telangana,2018,0.471234014,Medium Risk,
warangal,telangana,2019,0.45870362,Medium Risk,
warangal,telangana,2020,0.376055451,Medium Risk,
warangal,telangana,2021,0.333127463,Low Risk,
warangal,telangana,2022,0.347829389,Medium Risk,
warangal,telangana,2023,0.327165651,Low Risk,
dhalai,tripura,2017,0.471565036,Medium Risk,
dhalai,tripura,2018,0.528536213,Medium Risk,
dhalai,tripura,2019,0.54571977,Medium Risk,
dhalai,tripura,2020,0.882854563,High Risk,
dhalai,tripura,2021,0.827280669,High Risk,
dhalai,tripura,2022,0.791715915,High Risk,
dhalai,tripura,2023,0.800450496,High Risk,
northtripura,tripura,2017,0.463353767,Medium Risk,
northtripura,tripura,2018,0.521186418,Medium Risk,
northtripura,tripura,2019,0.537358555,Medium Risk,
northtripura,tripura,2020,0.873881794,High Risk,
northtripura,tripura,2021,0.794878867,High Risk,
northtripura,tripura,2022,0.787871558,High Risk,
northtripura,tripura,2023,0.781090509,High Risk,
southtripura,tripura,2017,0.472253614,Medium Risk,
southtripura,tripura,2018,0.528077098,Medium Risk,
southtripura,tripura,2019,0.564384781,Medium Risk,
southtripura,tripura,2020,0.887688258,High Risk,
southtripura,tripura,2021,0.834142698,High Risk,
southtripura,tripura,2022,0.790564429,High Risk,
southtripura,tripura,2023,0.816892877,High Risk,
agra,uttar pradesh,2017,0.798376822,High Risk,
agra,uttar pradesh,2018,0.693917221,High Risk,
agra,uttar pradesh,2019,0.669992492,Medium Risk,
agra,uttar pradesh,2020,0.378115716,Medium Risk,
agra,uttar pradesh,2021,0.389804261,Medium Risk,
agra,uttar pradesh,2022,0.337290748,Low Risk,
agra,uttar pradesh,2023,0.366840521,Medium Risk,
aligarh,uttar pradesh,2017,0.809843722,High Risk,
aligarh,uttar pradesh,2018,0.705428218,High Risk,
aligarh,uttar pradesh,2019,0.676165111,High Risk,
aligarh,uttar pradesh,2020,0.372700684,Medium Risk,
aligarh,uttar pradesh,2021,0.400642285,Medium Risk,
aligarh,uttar pradesh,2022,0.346153678,Medium Risk,
aligarh,uttar pradesh,2023,0.382132407,Medium Risk,
allahabad,uttar pradesh,2017,0.867732712,High Risk,
allahabad,uttar pradesh,2018,0.72034695,High Risk,
allahabad,uttar pradesh,2019,0.708659246,High Risk,
allahabad,uttar pradesh,2020,0.426756642,Medium Risk,
allahabad,uttar pradesh,2021,0.442668303,Medium Risk,
allahabad,uttar pradesh,2022,0.404973595,Medium Risk,
allahabad,uttar pradesh,2023,0.387314389,Medium Risk,
ambedkarnagar,uttar pradesh,2017,0.918992521,High Risk,
ambedkarnagar,uttar pradesh,2018,0.764379738,High Risk,
ambedkarnagar,uttar pradesh,2019,0.747849193,High Risk,
ambedkarnagar,uttar pradesh,2020,0.491874091,Medium Risk,
ambedkarnagar,uttar pradesh,2021,0.522030519,Medium Risk,
ambedkarnagar,uttar pradesh,2022,0.451478221,Medium Risk,
ambedkarnagar,uttar pradesh,2023,0.439983918,Medium Risk,
auraiya,uttar pradesh,2017,0.810885618,High Risk,
auraiya,uttar pradesh,2018,0.696784984,High Risk,
auraiya,uttar pradesh,2019,0.679756134,High Risk,
auraiya,uttar pradesh,2020,0.388282076,Medium Risk,
auraiya,uttar pradesh,2021,0.418365487,Medium Risk,
auraiya,uttar pradesh,2022,0.372317458,Medium Risk,
auraiya,uttar pradesh,2023,0.39293959,Medium Risk,
azamgarh,uttar pradesh,2017,0.877198791,High Risk,
azamgarh,uttar pradesh,2018,0.714435657,High Risk,
azamgarh,uttar pradesh,2019,0.690775553,High Risk,
azamgarh,uttar pradesh,2020,0.450493709,Medium Risk,
azamgarh,uttar pradesh,2021,0.471560187,Medium Risk,
azamgarh,uttar pradesh,2022,0.40034551,Medium Risk,
azamgarh,uttar pradesh,2023,0.381771884,Medium Risk,
baghpat,uttar pradesh,2017,0.769982025,High Risk,
baghpat,uttar pradesh,2018,0.679168342,High Risk,
baghpat,uttar pradesh,2019,0.640593063,Medium Risk,
baghpat,uttar pradesh,2020,0.346651757,Medium Risk,
baghpat,uttar pradesh,2021,0.39225956,Medium Risk,
baghpat,uttar pradesh,2022,0.341549952,Medium Risk,
baghpat,uttar pradesh,2023,0.369963975,Medium Risk,
bahraich,uttar pradesh,2017,0.901372172,High Risk,
bahraich,uttar pradesh,2018,0.76846223,High Risk,
bahraich,uttar pradesh,2019,0.727766131,High Risk,
bahraich,uttar pradesh,2020,0.444750355,Medium Risk,
bahraich,uttar pradesh,2021,0.465435933,Medium Risk,
bahraich,uttar pradesh,2022,0.420339404,Medium Risk,
bahraich,uttar pradesh,2023,0.41856723,Medium Risk,
ballia,uttar pradesh,2017,0.82470756,High Risk,
ballia,uttar pradesh,2018,0.680807857,High Risk,
ballia,uttar pradesh,2019,0.663110242,Medium Risk,
ballia,uttar pradesh,2020,0.425313344,Medium Risk,
ballia,uttar pradesh,2021,0.428513321,Medium Risk,
ballia,uttar pradesh,2022,0.374478661,Medium Risk,
ballia,uttar pradesh,2023,0.361446443,Medium Risk,
balrampur,uttar pradesh,2017,0.877269092,High Risk,
balrampur,uttar pradesh,2017,0.878277977,High Risk,
balrampur,uttar pradesh,2018,0.7184887,High Risk,
balrampur,uttar pradesh,2018,0.719499281,High Risk,
balrampur,uttar pradesh,2019,0.714558276,High Risk,
balrampur,uttar pradesh,2019,0.715570555,High Risk,
balrampur,uttar pradesh,2020,0.447735304,Medium Risk,
balrampur,uttar pradesh,2020,0.448749286,Medium Risk,
balrampur,uttar pradesh,2021,0.45725415,Medium Risk,
balrampur,uttar pradesh,2021,0.458269837,Medium Risk,
balrampur,uttar pradesh,2022,0.407827913,Medium Risk,
balrampur,uttar pradesh,2022,0.408845308,Medium Risk,
balrampur,uttar pradesh,2023,0.393348132,Medium Risk,
balrampur,uttar pradesh,2023,0.394367238,Medium Risk,
banda,uttar pradesh,2017,0.823519385,High Risk,
banda,uttar pradesh,2018,0.712494026,High Risk,
banda,uttar pradesh,2019,0.710017288,High Risk,
banda,uttar pradesh,2020,0.411680287,Medium Risk,
banda,uttar pradesh,2021,0.448476535,Medium Risk,
banda,uttar pradesh,2022,0.414098064,Medium Risk,
banda,uttar pradesh,2023,0.389819095,Medium Risk,
bareilly,uttar pradesh,2017,0.828181271,High Risk,
bareilly,uttar pradesh,2018,0.704629307,High Risk,
bareilly,uttar pradesh,2019,0.652258432,Medium Risk,
bareilly,uttar pradesh,2020,0.374254173,Medium Risk,
bareilly,uttar pradesh,2021,0.371797791,Medium Risk,
bareilly,uttar pradesh,2022,0.343569944,Medium Risk,
bareilly,uttar pradesh,2023,0.39076396,Medium Risk,
basti,uttar pradesh,2017,0.882960812,High Risk,
basti,uttar pradesh,2018,0.714152689,High Risk,
basti,uttar pradesh,2019,0.683051679,High Risk,
basti,uttar pradesh,2020,0.448832618,Medium Risk,
basti,uttar pradesh,2021,0.462282937,Medium Risk,
basti,uttar pradesh,2022,0.395603639,Medium Risk,
basti,uttar pradesh,2023,0.404323271,Medium Risk,
bijnor,uttar pradesh,2017,0.835954048,High Risk,
bijnor,uttar pradesh,2018,0.70967729,High Risk,
bijnor,uttar pradesh,2019,0.689854514,High Risk,
bijnor,uttar pradesh,2020,0.40109893,Medium Risk,
bijnor,uttar pradesh,2021,0.402709727,Medium Risk,
bijnor,uttar pradesh,2022,0.367496438,Medium Risk,
bijnor,uttar pradesh,2023,0.398896989,Medium Risk,
budaun,uttar pradesh,2017,0.857192235,High Risk,
budaun,uttar pradesh,2018,0.728767096,High Risk,
budaun,uttar pradesh,2019,0.702759735,High Risk,
budaun,uttar pradesh,2020,0.397236168,Medium Risk,
budaun,uttar pradesh,2021,0.408865691,Medium Risk,
budaun,uttar pradesh,2022,0.357383053,Medium Risk,
budaun,uttar pradesh,2023,0.41746905,Medium Risk,
bulandshahr,uttar pradesh,2017,0.816694407,High Risk,
bulandshahr,uttar pradesh,2018,0.715246494,High Risk,
bulandshahr,uttar pradesh,2019,0.669039619,Medium Risk,
bulandshahr,uttar pradesh,2020,0.367561762,Medium Risk,
bulandshahr,uttar pradesh,2021,0.396714315,Medium Risk,
bulandshahr,uttar pradesh,2022,0.344054612,Medium Risk,
bulandshahr,uttar pradesh,2023,0.394395326,Medium Risk,
chandauli,uttar pradesh,2017,0.857383524,High Risk,
chandauli,uttar pradesh,2018,0.692172816,High Risk,
chandauli,uttar pradesh,2019,0.703561308,High Risk,
chandauli,uttar pradesh,2020,0.437802428,Medium Risk,
chandauli,uttar pradesh,2021,0.466629219,Medium Risk,
chandauli,uttar pradesh,2022,0.408286392,Medium Risk,
chandauli,uttar pradesh,2023,0.390910503,Medium Risk,
chitrakoot,uttar pradesh,2017,0.841867167,High Risk,
chitrakoot,uttar pradesh,2018,0.716623601,High Risk,
chitrakoot,uttar pradesh,2019,0.724831582,High Risk,
chitrakoot,uttar pradesh,2020,0.416403503,Medium Risk,
chitrakoot,uttar pradesh,2021,0.451866934,Medium Risk,
chitrakoot,uttar pradesh,2022,0.436100966,Medium Risk,
chitrakoot,uttar pradesh,2023,0.403994528,Medium Risk,
deoria,uttar pradesh,2017,0.833575623,High Risk,
deoria,uttar pradesh,2018,0.684730537,High Risk,
deoria,uttar pradesh,2019,0.66887482,Medium Risk,
deoria,uttar pradesh,2020,0.450453592,Medium Risk,
deoria,uttar pradesh,2021,0.441881506,Medium Risk,
deoria,uttar pradesh,2022,0.375773289,Medium Risk,
deoria,uttar pradesh,2023,0.368812151,Medium Risk,
etah,uttar pradesh,2017,0.7977665,High Risk,
etah,uttar pradesh,2018,0.700935725,High Risk,
etah,uttar pradesh,2019,0.658424287,Medium Risk,
etah,uttar pradesh,2020,0.367639185,Medium Risk,
etah,uttar pradesh,2021,0.388043107,Medium Risk,
etah,uttar pradesh,2022,0.351459674,Medium Risk,
etah,uttar pradesh,2023,0.39222241,Medium Risk,
etawah,uttar pradesh,2017,0.79473819,High Risk,
etawah,uttar pradesh,2018,0.699741535,High Risk,
etawah,uttar pradesh,2019,0.689393791,High Risk,
etawah,uttar pradesh,2020,0.381001962,Medium Risk,
etawah,uttar pradesh,2021,0.405583353,Medium Risk,
etawah,uttar pradesh,2022,0.365463074,Medium Risk,
etawah,uttar pradesh,2023,0.395226116,Medium Risk,
faizabad,uttar pradesh,2017,0.837182529,High Risk,
faizabad,uttar pradesh,2018,0.700441799,High Risk,
faizabad,uttar pradesh,2019,0.688450731,High Risk,
faizabad,uttar pradesh,2020,0.403419761,Medium Risk,
faizabad,uttar pradesh,2021,0.430623834,Medium Risk,
faizabad,uttar pradesh,2022,0.386839172,Medium Risk,
faizabad,uttar pradesh,2023,0.379162934,Medium Risk,
farrukhabad,uttar pradesh,2017,0.809667125,High Risk,
farrukhabad,uttar pradesh,2018,0.687322585,High Risk,
farrukhabad,uttar pradesh,2019,0.667309538,Medium Risk,
farrukhabad,uttar pradesh,2020,0.378847939,Medium Risk,
farrukhabad,uttar pradesh,2021,0.383083316,Medium Risk,
farrukhabad,uttar pradesh,2022,0.346167148,Medium Risk,
farrukhabad,uttar pradesh,2023,0.391928107,Medium Risk,
fatehpur,uttar pradesh,2017,0.833498058,High Risk,
fatehpur,uttar pradesh,2018,0.723864161,High Risk,
fatehpur,uttar pradesh,2019,0.703198406,High Risk,
fatehpur,uttar pradesh,2020,0.412657839,Medium Risk,
fatehpur,uttar pradesh,2021,0.453221901,Medium Risk,
fatehpur,uttar pradesh,2022,0.404213796,Medium Risk,
fatehpur,uttar pradesh,2023,0.397683156,Medium Risk,
firozabad,uttar pradesh,2017,0.786414629,High Risk,
firozabad,uttar pradesh,2018,0.679064158,High Risk,
firozabad,uttar pradesh,2019,0.650820101,Medium Risk,
firozabad,uttar pradesh,2020,0.370995289,Medium Risk,
firozabad,uttar pradesh,2021,0.357308375,Medium Risk,
firozabad,uttar pradesh,2022,0.327280675,Low Risk,
firozabad,uttar pradesh,2023,0.365873585,Medium Risk,
ghaziabad,uttar pradesh,2017,0.793928315,High Risk,
ghaziabad,uttar pradesh,2018,0.692902876,High Risk,
ghaziabad,uttar pradesh,2019,0.63988596,Medium Risk,
ghaziabad,uttar pradesh,2020,0.360598629,Medium Risk,
ghaziabad,uttar pradesh,2021,0.380925338,Medium Risk,
ghaziabad,uttar pradesh,2022,0.34184957,Medium Risk,
ghaziabad,uttar pradesh,2023,0.372173352,Medium Risk,
ghazipur,uttar pradesh,2017,0.855098051,High Risk,
ghazipur,uttar pradesh,2018,0.693594436,High Risk,
ghazipur,uttar pradesh,2019,0.684487555,High Risk,
ghazipur,uttar pradesh,2020,0.435275997,Medium Risk,
ghazipur,uttar pradesh,2021,0.44801312,Medium Risk,
ghazipur,uttar pradesh,2022,0.396085143,Medium Risk,
ghazipur,uttar pradesh,2023,0.380434495,Medium Risk,
gonda,uttar pradesh,2017,0.871224365,High Risk,
gonda,uttar pradesh,2018,0.734656484,High Risk,
gonda,uttar pradesh,2019,0.693031408,High Risk,
gonda,uttar pradesh,2020,0.42232416,Medium Risk,
gonda,uttar pradesh,2021,0.44816456,Medium Risk,
gonda,uttar pradesh,2022,0.400038513,Medium Risk,
gonda,uttar pradesh,2023,0.389680916,Medium Risk,
gorakhpur,uttar pradesh,2017,0.850423421,High Risk,
gorakhpur,uttar pradesh,2018,0.684656908,High Risk,
gorakhpur,uttar pradesh,2019,0.667027563,Medium Risk,
gorakhpur,uttar pradesh,2020,0.447026148,Medium Risk,
gorakhpur,uttar pradesh,2021,0.443966857,Medium Risk,
gorakhpur,uttar pradesh,2022,0.378036445,Medium Risk,
gorakhpur,uttar pradesh,2023,0.355213012,Medium Risk,
hamirpur,uttar pradesh,2017,0.779260386,High Risk,
hamirpur,uttar pradesh,2017,0.77818986,High Risk,
hamirpur,uttar pradesh,2018,0.668001252,Medium Risk,
hamirpur,uttar pradesh,2018,0.666918467,Medium Risk,
hamirpur,uttar pradesh,2019,0.675617597,High Risk,
hamirpur,uttar pradesh,2019,0.674522411,High Risk,
hamirpur,uttar pradesh,2020,0.356240131,Medium Risk,
hamirpur,uttar pradesh,2020,0.355132403,Medium Risk,
hamirpur,uttar pradesh,2021,0.372297944,Medium Risk,
hamirpur,uttar pradesh,2021,0.371177531,Medium Risk,
hamirpur,uttar pradesh,2022,0.362875525,Medium Risk,
hamirpur,uttar pradesh,2022,0.36174228,Medium Risk,
hamirpur,uttar pradesh,2023,0.378128533,Medium Risk,
hamirpur,uttar pradesh,2023,0.376982311,Medium Risk,
hardoi,uttar pradesh,2017,0.875061427,High Risk,
hardoi,uttar pradesh,2018,0.748081016,High Risk,
hardoi,uttar pradesh,2019,0.707802361,High Risk,
hardoi,uttar pradesh,2020,0.409608722,Medium Risk,
hardoi,uttar pradesh,2021,0.433584477,Medium Risk,
hardoi,uttar pradesh,2022,0.392839756,Medium Risk,
hardoi,uttar pradesh,2023,0.421838663,Medium Risk,
jalaun,uttar pradesh,2017,0.788754035,High Risk,
jalaun,uttar pradesh,2018,0.69267064,High Risk,
jalaun,uttar pradesh,2019,0.681813779,High Risk,
jalaun,uttar pradesh,2020,0.385510417,Medium Risk,
jalaun,uttar pradesh,2021,0.388540778,Medium Risk,
jalaun,uttar pradesh,2022,0.379136473,Medium Risk,
jalaun,uttar pradesh,2023,0.375392617,Medium Risk,
jaunpur,uttar pradesh,2017,0.881744973,High Risk,
jaunpur,uttar pradesh,2018,0.720509082,High Risk,
jaunpur,uttar pradesh,2019,0.706827665,High Risk,
jaunpur,uttar pradesh,2020,0.446359738,Medium Risk,
jaunpur,uttar pradesh,2021,0.451254696,Medium Risk,
jaunpur,uttar pradesh,2022,0.407403264,Medium Risk,
jaunpur,uttar pradesh,2023,0.400616801,Medium Risk,
jhansi,uttar pradesh,2017,0.794259769,High Risk,
jhansi,uttar pradesh,2018,0.674696629,High Risk,
jhansi,uttar pradesh,2019,0.67878098,High Risk,
jhansi,uttar pradesh,2020,0.351659338,Medium Risk,
jhansi,uttar pradesh,2021,0.38058095,Medium Risk,
jhansi,uttar pradesh,2022,0.378078128,Medium Risk,
jhansi,uttar pradesh,2023,0.36196135,Medium Risk,
kannauj,uttar pradesh,2017,0.819193644,High Risk,
kannauj,uttar pradesh,2018,0.699289719,High Risk,
kannauj,uttar pradesh,2019,0.667993761,Medium Risk,
kannauj,uttar pradesh,2020,0.382396446,Medium Risk,
kannauj,uttar pradesh,2021,0.404882005,Medium Risk,
kannauj,uttar pradesh,2022,0.375528371,Medium Risk,
kannauj,uttar pradesh,2023,0.389167836,Medium Risk,
kanpurdehat,uttar pradesh,2017,0.87304919,High Risk,
kanpurdehat,uttar pradesh,2018,0.753334798,High Risk,
kanpurdehat,uttar pradesh,2019,0.737530854,High Risk,
kanpurdehat,uttar pradesh,2020,0.440881536,Medium Risk,
kanpurdehat,uttar pradesh,2021,0.46671342,Medium Risk,
kanpurdehat,uttar pradesh,2022,0.444273832,Medium Risk,
kanpurdehat,uttar pradesh,2023,0.435559435,Medium Risk,
kanpurnagar,uttar pradesh,2017,0.807359776,High Risk,
kanpurnagar,uttar pradesh,2018,0.689795728,High Risk,
kanpurnagar,uttar pradesh,2019,0.674181108,High Risk,
kanpurnagar,uttar pradesh,2020,0.381337238,Medium Risk,
