State,District,Year,ANC 4+ visits %,Adequate child diet %,Child anaemia %,Child stunting %,Child underweight %,Clean fuel %,Drinking water access %,Early marriage %,Electricity access %,Institutional births %,Population below 15 %,Sanitation %,Sex ratio,Teen pregnancy %,Women 10+ schooling %,Women anaemia %,Women literacy %,Exposure Score
Assam,Chirang,2020,56.5,9.9,70.4,42.7,39.7,44.5,92.1,30.9,97.8,83.7,28,77.1,15,13.7,23,65.2,4,0.463769083
Assam,Chirang,2021,56.5,9.9,70.4,42.7,39.7,44.5,92.1,30.9,97.8,83.7,28,77.1,15,13.7,23,65.2,4,0.463769083
Assam,Darrang,2015,39.9,1.1,45.4,43.5,37.9,17.6,97.1,37.4,75.9,66.1,31.5,45.8,977,16.5,23,45.1,75.6,0.502036893
Assam,Darrang,2016,39.9,1.1,45.4,43.5,37.9,17.6,97.1,37.4,75.9,66.1,31.5,45.8,977,16.5,23,45.1,75.6,0.502036893
Assam,Darrang,2019,37.5,9.2,66.8,42,33.1,30.1,99.7,42.8,89.5,84.4,29.2,67.9,929,16.1,27.5,70.4,4,0.482535686
Assam,Darrang,2020,37.5,9.2,66.8,42,33.1,30.1,99.7,42.8,89.5,84.4,29.2,67.9,929,16.1,27.5,70.4,4,0.482535686
Assam,Darrang,2021,37.5,9.2,66.8,42,33.1,30.1,99.7,42.8,89.5,84.4,29.2,67.9,929,16.1,27.5,70.4,4,0.482535686
Assam,Dhemaji,2015,49.1,10.8,38.9,35.5,15.8,11,92.3,36.2,63.9,76.1,32.5,43.3,14,13.4,36.1,39.8,81.5,0.51330722
Assam,Dhemaji,2016,49.1,10.8,38.9,35.5,15.8,11,92.3,36.2,63.9,76.1,32.5,43.3,14,13.4,36.1,39.8,81.5,0.51330722
Assam,Dhemaji,2019,62.2,6.9,73.1,37.2,25.7,21.6,95.3,32,95,87.3,30.6,70.8,1,10.8,43.6,62.9,4,0.485575866
Assam,Dhemaji,2020,62.2,6.9,73.1,37.2,25.7,21.6,95.3,32,95,87.3,30.6,70.8,1,10.8,43.6,62.9,4,0.485575866
Assam,Dhemaji,2021,62.2,6.9,73.1,37.2,25.7,21.6,95.3,32,95,87.3,30.6,70.8,1,10.8,43.6,62.9,4,0.485575866
Assam,Dibrugarh,2015,67.6,14.8,52.6,33.3,33,28.1,98.8,26.9,76.7,88.5,27.2,59.7,35,10.6,25.8,53.7,76.6,0.547781174
Assam,Dibrugarh,2016,67.6,14.8,52.6,33.3,33,28.1,98.8,26.9,76.7,88.5,27.2,59.7,35,10.6,25.8,53.7,76.6,0.547781174
Assam,Dibrugarh,2019,75.6,5.7,66.4,27.3,32,44.7,98.1,23,94.4,93.1,24,75.3,1,4.8,33.7,70.8,4,0.542752073
Assam,Dibrugarh,2020,75.6,5.7,66.4,27.3,32,44.7,98.1,23,94.4,93.1,24,75.3,1,4.8,33.7,70.8,4,0.542752073
Assam,Dibrugarh,2021,75.6,5.7,66.4,27.3,32,44.7,98.1,23,94.4,93.1,24,75.3,1,4.8,33.7,70.8,4,0.542752073
Assam,Dima Hasao,2015,35.1,5.9,28.9,34.7,18.2,24.3,51.2,20.2,79.2,57.1,31.6,61.1,969,9.1,28.4,39.8,87.7,0.576205169
Assam,Dima Hasao,2016,35.1,5.9,28.9,34.7,18.2,24.3,51.2,20.2,79.2,57.1,31.6,61.1,969,9.1,28.4,39.8,87.7,0.576205169
Assam,Dima Hasao,2019,46.9,9.3,73.1,30.6,21.7,48.2,50.2,16.5,95.9,89.5,27.7,83.8,959,5.4,42.4,60.5,4,0.578725116
Assam,Dima Hasao,2020,46.9,9.3,73.1,30.6,21.7,48.2,50.2,16.5,95.9,89.5,27.7,83.8,959,5.4,42.4,60.5,4,0.578725116
Assam,Dima Hasao,2021,46.9,9.3,73.1,30.6,21.7,48.2,50.2,16.5,95.9,89.5,27.7,83.8,959,5.4,42.4,60.5,4,0.578725116
Assam,Goalpara,2015,42.1,12.3,36,42.7,39.5,21.3,87.2,35.8,69.8,71.2,34,47.5,986,27.2,22.6,49.7,74.1,0.489978342
Assam,Goalpara,2016,42.1,12.3,36,42.7,39.5,21.3,87.2,35.8,69.8,71.2,34,47.5,986,27.2,22.6,49.7,74.1,0.489978342
Assam,Goalpara,2019,44.1,8,60.7,38.9,35.4,36.3,90.7,41.8,89.6,92.3,30,75.3,7,13.3,23.4,64.9,4,0.450696709
Assam,Goalpara,2020,44.1,8,60.7,38.9,35.4,36.3,90.7,41.8,89.6,92.3,30,75.3,7,13.3,23.4,64.9,4,0.450696709
Assam,Goalpara,2021,44.1,8,60.7,38.9,35.4,36.3,90.7,41.8,89.6,92.3,30,75.3,7,13.3,23.4,64.9,4,0.450696709
Assam,Golaghat,2015,62.5,10.9,33.3,32.6,20.2,15.7,94.4,27.7,88.7,88.4,25.2,62.8,16,13.2,28.4,45.5,75.1,0.570603461
Assam,Golaghat,2016,62.5,10.9,33.3,32.6,20.2,15.7,94.4,27.7,88.7,88.4,25.2,62.8,16,13.2,28.4,45.5,75.1,0.570603461
Assam,Golaghat,2019,65.7,4.8,75.1,26.3,25.5,33.1,93.7,20.7,96.4,90.4,24.3,73.1,1,9.5,27.9,77.2,4,0.510192627
Assam,Golaghat,2020,65.7,4.8,75.1,26.3,25.5,33.1,93.7,20.7,96.4,90.4,24.3,73.1,1,9.5,27.9,77.2,4,0.510192627
Assam,Golaghat,2021,65.7,4.8,75.1,26.3,25.5,33.1,93.7,20.7,96.4,90.4,24.3,73.1,1,9.5,27.9,77.2,4,0.510192627
Assam,Hailakandi,2015,34.5,6.5,29,38.1,32.5,13.8,51.5,22.9,55.7,56.5,32.5,36.1,962,11.2,20.9,47.2,82.2,0.49705593
Assam,Hailakandi,2016,34.5,6.5,29,38.1,32.5,13.8,51.5,22.9,55.7,56.5,32.5,36.1,962,11.2,20.9,47.2,82.2,0.49705593
Assam,Hailakandi,2019,43.1,1.7,59.5,42.9,42.4,35.2,41.2,32.9,91.2,83,33.7,60,54,10.4,25.3,61.4,4,0.402099026
Assam,Hailakandi,2020,43.1,1.7,59.5,42.9,42.4,35.2,41.2,32.9,91.2,83,33.7,60,54,10.4,25.3,61.4,4,0.402099026
Assam,Hailakandi,2021,43.1,1.7,59.5,42.9,42.4,35.2,41.2,32.9,91.2,83,33.7,60,54,10.4,25.3,61.4,4,0.402099026
Assam,Kamrup,2015,40.4,6.4,33.7,33.3,29.6,37.3,94.2,31,90.2,83.8,27.8,55,2,9.5,31.8,51.1,79.6,0.547651065
Assam,Kamrup,2016,40.4,6.4,33.7,33.3,29.6,37.3,94.2,31,90.2,83.8,27.8,55,2,9.5,31.8,51.1,79.6,0.547651065
Assam,Kamrup,2019,46.9,6.7,72.9,22.6,19.7,57.4,92.1,21.9,94.8,85,25.6,68.7,1,15.7,39.2,71.5,4,0.516977912
Assam,Kamrup,2020,46.9,6.7,72.9,22.6,19.7,57.4,92.1,21.9,94.8,85,25.6,68.7,1,15.7,39.2,71.5,4,0.516977912
Assam,Kamrup,2021,46.9,6.7,72.9,22.6,19.7,57.4,92.1,21.9,94.8,85,25.6,68.7,1,15.7,39.2,71.5,4,0.516977912
Assam,Kamrup Metropolitan,2015,56.6,10.5,34.5,24.6,23.2,79,83.2,21.7,95.5,92.9,22.1,65.3,964,7.6,48.2,53.8,86,0.706576953
Assam,Kamrup Metropolitan,2016,56.6,10.5,34.5,24.6,23.2,79,83.2,21.7,95.5,92.9,22.1,65.3,964,7.6,48.2,53.8,86,0.706576953
Assam,Kamrup Metropolitan,2019,68.9,1.1,80.4,25.4,25,85.1,87.2,21.9,99.2,89.1,20,65.2,946,10.1,49.1,74.6,4,0.60828071
Assam,Kamrup Metropolitan,2020,68.9,1.1,80.4,25.4,25,85.1,87.2,21.9,99.2,89.1,20,65.2,946,10.1,49.1,74.6,4,0.60828071
Assam,Kamrup Metropolitan,2021,68.9,1.1,80.4,25.4,25,85.1,87.2,21.9,99.2,89.1,20,65.2,946,10.1,49.1,74.6,4,0.60828071
Assam,Karimganj,2015,37.1,7.4,24.6,42.3,35.6,22.5,62.5,31,72.7,48,34.4,39.9,986,7.6,19.4,42.2,80.7,0.512447404
Assam,Karimganj,2016,37.1,7.4,24.6,42.3,35.6,22.5,62.5,31,72.7,48,34.4,39.9,986,7.6,19.4,42.2,80.7,0.512447404
Assam,Karimganj,2019,42.8,4.7,64.1,29.1,52.9,39.6,62.3,27.7,87.1,76.4,32.3,61.5,0,9.9,19.6,52,4,0.425163283
Assam,Karimganj,2020,42.8,4.7,64.1,29.1,52.9,39.6,62.3,27.7,87.1,76.4,32.3,61.5,0,9.9,19.6,52,4,0.425163283
Assam,Karimganj,2021,42.8,4.7,64.1,29.1,52.9,39.6,62.3,27.7,87.1,76.4,32.3,61.5,0,9.9,19.6,52,4,0.425163283
Assam,Kokrajhar,2015,39.1,12.4,40.4,30.6,27.1,18.3,77,40.9,75.1,66.7,29.9,41,9,12.4,21.6,51,73.7,0.474585125
Assam,Kokrajhar,2016,39.1,12.4,40.4,30.6,27.1,18.3,77,40.9,75.1,66.7,29.9,41,9,12.4,21.6,51,73.7,0.474585125
Assam,Kokrajhar,2019,36.9,10.9,74.7,34.6,35.2,43.3,87.3,36.2,93.9,81.9,29.5,72.2,1,11.3,27.5,59.5,4,0.459014465
Assam,Kokrajhar,2020,36.9,10.9,74.7,34.6,35.2,43.3,87.3,36.2,93.9,81.9,29.5,72.2,1,11.3,27.5,59.5,4,0.459014465
Assam,Kokrajhar,2021,36.9,10.9,74.7,34.6,35.2,43.3,87.3,36.2,93.9,81.9,29.5,72.2,1,11.3,27.5,59.5,4,0.459014465
Assam,Lakhimpur,2015,59,13.1,31.8,29.3,24.2,18.9,74.1,24.9,76,82.7,29.8,49.3,44,13.1,40.4,39,83.9,0.55778458
Assam,Lakhimpur,2016,59,13.1,31.8,29.3,24.2,18.9,74.1,24.9,76,82.7,29.8,49.3,44,13.1,40.4,39,83.9,0.55778458
Assam,Lakhimpur,2019,51.7,8.2,69.3,38.5,34.4,36.1,81.2,36.3,97.2,96.2,28.1,74.2,1,8.2,42.1,65.4,4,0.484042254
Assam,Lakhimpur,2020,51.7,8.2,69.3,38.5,34.4,36.1,81.2,36.3,97.2,96.2,28.1,74.2,1,8.2,42.1,65.4,4,0.484042254
Assam,Lakhimpur,2021,51.7,8.2,69.3,38.5,34.4,36.1,81.2,36.3,97.2,96.2,28.1,74.2,1,8.2,42.1,65.4,4,0.484042254
Assam,Morigaon,2015,43.1,6.2,38.2,38.4,25.8,18,98,46,78.5,72.2,33.4,42,16,20.6,22.6,41.4,78.7,0.466095325
Assam,Morigaon,2016,43.1,6.2,38.2,38.4,25.8,18,98,46,78.5,72.2,33.4,42,16,20.6,22.6,41.4,78.7,0.466095325
Assam,Morigaon,2019,42,8.6,53.3,43.2,30.5,37.6,94.6,39.1,89.5,88.3,32.1,62.3,1,11.6,24.5,64.2,4,0.451061572
Assam,Morigaon,2020,42,8.6,53.3,43.2,30.5,37.6,94.6,39.1,89.5,88.3,32.1,62.3,1,11.6,24.5,64.2,4,0.451061572
Assam,Morigaon,2021,42,8.6,53.3,43.2,30.5,37.6,94.6,39.1,89.5,88.3,32.1,62.3,1,11.6,24.5,64.2,4,0.451061572
Assam,Nalbari,2015,49.2,2.5,45.3,26.8,20,35.5,98.7,25.2,83.7,82.8,28.3,54.2,964,8.2,33.3,44.1,83.9,0.628802101
Assam,Nalbari,2016,49.2,2.5,45.3,26.8,20,35.5,98.7,25.2,83.7,82.8,28.3,54.2,964,8.2,33.3,44.1,83.9,0.628802101
Assam,Nalbari,2019,55.9,9.1,71,27.5,26.7,51.1,99.5,28.1,94.7,91.8,24.5,68.1,43,8.6,41.6,66.4,4,0.535008875
Assam,Nalbari,2020,55.9,9.1,71,27.5,26.7,51.1,99.5,28.1,94.7,91.8,24.5,68.1,43,8.6,41.6,66.4,4,0.535008875
Assam,Nalbari,2021,55.9,9.1,71,27.5,26.7,51.1,99.5,28.1,94.7,91.8,24.5,68.1,43,8.6,41.6,66.4,4,0.535008875
Assam,Tinsukia,2015,56.1,8.4,42.6,36,32.7,26.9,96.4,25.7,76.6,76.3,29.6,51.6,989,8,19.3,49.6,70.5,0.575455572
Assam,Tinsukia,2016,56.1,8.4,42.6,36,32.7,26.9,96.4,25.7,76.6,76.3,29.6,51.6,989,8,19.3,49.6,70.5,0.575455572
Assam,Tinsukia,2019,63.1,17.5,66.4,32.8,32.2,40.9,96.8,19.8,95.7,82.6,25.4,66.7,23,6.1,25.6,72.8,4,0.518644677
Assam,Tinsukia,2020,63.1,17.5,66.4,32.8,32.2,40.9,96.8,19.8,95.7,82.6,25.4,66.7,23,6.1,25.6,72.8,4,0.518644677
Assam,Tinsukia,2021,63.1,17.5,66.4,32.8,32.2,40.9,96.8,19.8,95.7,82.6,25.4,66.7,23,6.1,25.6,72.8,4,0.518644677
Assam,Udalguri,2015,37,3.1,39.7,39.1,31.8,14.1,82.5,28.6,85.7,72.2,29.9,55.7,981,10.8,21.2,54.8,70,0.534649193
Assam,Udalguri,2016,37,3.1,39.7,39.1,31.8,14.1,82.5,28.6,85.7,72.2,29.9,55.7,981,10.8,21.2,54.8,70,0.534649193
Assam,Udalguri,2019,49.8,2.6,77.6,33.8,32.5,34,82.3,32,95.5,86.2,27.2,73.8,87,4.7,23.8,81.5,4,0.463121281
Assam,Udalguri,2020,49.8,2.6,77.6,33.8,32.5,34,82.3,32,95.5,86.2,27.2,73.8,87,4.7,23.8,81.5,4,0.463121281
Assam,Udalguri,2021,49.8,2.6,77.6,33.8,32.5,34,82.3,32,95.5,86.2,27.2,73.8,87,4.7,23.8,81.5,4,0.463121281
Bihar,Araria,2015,16.2,11.9,61.8,48.4,45.4,5.2,99.8,48.9,49.9,51.6,42.7,13.8,110,11.2,12.9,65.6,43.7,0.310956287
Bihar,Araria,2016,16.2,11.9,61.8,48.4,45.4,5.2,99.8,48.9,49.9,51.6,42.7,13.8,110,11.2,12.9,65.6,43.7,0.310956287
Bihar,Araria,2019,25.8,13.1,75.8,49.9,47.8,15.2,100,52,96.2,66.2,40.5,32.2,1,13.3,16.8,67.9,4,0.327080978
Bihar,Araria,2020,25.8,13.1,75.8,49.9,47.8,15.2,100,52,96.2,66.2,40.5,32.2,1,13.3,16.8,67.9,4,0.327080978
Bihar,Araria,2021,25.8,13.1,75.8,49.9,47.8,15.2,100,52,96.2,66.2,40.5,32.2,1,13.3,16.8,67.9,4,0.327080978
Bihar,Arwal,2015,11.5,3.2,66.8,50.2,54,10.2,99.4,41.5,48.2,69.9,38.2,22.6,145,9.7,30.6,57.4,62.5,0.35301633
Bihar,Arwal,2016,11.5,3.2,66.8,50.2,54,10.2,99.4,41.5,48.2,69.9,38.2,22.6,145,9.7,30.6,57.4,62.5,0.35301633
Bihar,Arwal,2019,34.5,10.3,65.8,45.6,52.9,29.3,99.9,37.5,97.4,79.2,36.6,43.4,1,8.8,32.9,66.9,4,0.402469203
Bihar,Arwal,2020,34.5,10.3,65.8,45.6,52.9,29.3,99.9,37.5,97.4,79.2,36.6,43.4,1,8.8,32.9,66.9,4,0.402469203
Bihar,Arwal,2021,34.5,10.3,65.8,45.6,52.9,29.3,99.9,37.5,97.4,79.2,36.6,43.4,1,8.8,32.9,66.9,4,0.402469203
Bihar,Aurangabad,2015,16.2,9.2,53.4,48.3,47.6,16.6,98.5,34.2,59.8,71.5,36.7,27.5,84,7.2,32.1,54.3,67.6,0.412807219
Bihar,Aurangabad,2016,16.2,9.2,53.4,48.3,47.6,16.6,98.5,34.2,59.8,71.5,36.7,27.5,84,7.2,32.1,54.3,67.6,0.412807219
Bihar,Aurangabad,2019,29.3,6.3,68.4,41.2,48.7,38.9,100,27.3,97.7,77.5,35.2,47.1,1,7.3,36.9,60.5,4,0.433412859
Bihar,Aurangabad,2020,29.3,6.3,68.4,41.2,48.7,38.9,100,27.3,97.7,77.5,35.2,47.1,1,7.3,36.9,60.5,4,0.433412859
Bihar,Aurangabad,2021,29.3,6.3,68.4,41.2,48.7,38.9,100,27.3,97.7,77.5,35.2,47.1,1,7.3,36.9,60.5,4,0.433412859
Bihar,Banka,2015,16.8,5.8,70.4,49.6,48.5,9.3,92.7,48,47.6,70.7,38.9,15.8,6,10.6,17.4,67,55.7,0.316442268
Bihar,Banka,2016,16.8,5.8,70.4,49.6,48.5,9.3,92.7,48,47.6,70.7,38.9,15.8,6,10.6,17.4,67,55.7,0.316442268
Bihar,Banka,2019,31.7,3.1,77.8,46.7,45.8,32.3,96.3,49.4,96.2,79.8,36.1,38.2,1,19.2,22.6,65.9,4,0.349107824
Bihar,Banka,2020,31.7,3.1,77.8,46.7,45.8,32.3,96.3,49.4,96.2,79.8,36.1,38.2,1,19.2,22.6,65.9,4,0.349107824
Bihar,Banka,2021,31.7,3.1,77.8,46.7,45.8,32.3,96.3,49.4,96.2,79.8,36.1,38.2,1,19.2,22.6,65.9,4,0.349107824
Bihar,Begusarai,2015,7.9,4.2,62.7,44.9,39.1,16.5,99.5,57.9,64.9,75.3,40,35.5,44,15.4,21.4,59.3,62.3,0.358773623
Bihar,Begusarai,2016,7.9,4.2,62.7,44.9,39.1,16.5,99.5,57.9,64.9,75.3,40,35.5,44,15.4,21.4,59.3,62.3,0.358773623
Bihar,Begusarai,2019,21.6,5.5,74.5,37.8,35.6,45.2,99.1,49.5,96.2,86,36.4,62.2,1,12.1,34.1,62.9,4,0.422447014
Bihar,Begusarai,2020,21.6,5.5,74.5,37.8,35.6,45.2,99.1,49.5,96.2,86,36.4,62.2,1,12.1,34.1,62.9,4,0.422447014
Bihar,Begusarai,2021,21.6,5.5,74.5,37.8,35.6,45.2,99.1,49.5,96.2,86,36.4,62.2,1,12.1,34.1,62.9,4,0.422447014
Bihar,Bhagalpur,2015,20.1,6,70.1,46.6,40.8,23.2,98.4,29.7,69.7,69.4,38.2,33.9,15,8.2,26.4,61.6,65.6,0.407751629
Bihar,Bhagalpur,2016,20.1,6,70.1,46.6,40.8,23.2,98.4,29.7,69.7,69.4,38.2,33.9,15,8.2,26.4,61.6,65.6,0.407751629
Bihar,Bhagalpur,2019,27.6,5.4,78.7,40,40.4,49.2,98,42.4,94.5,77.2,35.1,60.9,1,14.3,35.1,73,4,0.407328762
Bihar,Bhagalpur,2020,27.6,5.4,78.7,40,40.4,49.2,98,42.4,94.5,77.2,35.1,60.9,1,14.3,35.1,73,4,0.407328762
Bihar,Bhagalpur,2021,27.6,5.4,78.7,40,40.4,49.2,98,42.4,94.5,77.2,35.1,60.9,1,14.3,35.1,73,4,0.407328762
Bihar,Bhojpur,2015,16.1,8.1,70.6,43.5,47.2,21,99.9,34.9,66.6,80.4,36.1,27,33,7.2,28.5,61.1,64.1,0.407370145
Bihar,Bhojpur,2016,16.1,8.1,70.6,43.5,47.2,21,99.9,34.9,66.6,80.4,36.1,27,33,7.2,28.5,61.1,64.1,0.407370145
Bihar,Bhojpur,2019,33.5,8.4,67.7,40.7,44,42.9,99.7,31.2,97.9,86.9,34.2,45.9,1,5.3,34.6,73.6,4,0.442783156
Bihar,Bhojpur,2020,33.5,8.4,67.7,40.7,44,42.9,99.7,31.2,97.9,86.9,34.2,45.9,1,5.3,34.6,73.6,4,0.442783156
Bihar,Bhojpur,2021,33.5,8.4,67.7,40.7,44,42.9,99.7,31.2,97.9,86.9,34.2,45.9,1,5.3,34.6,73.6,4,0.442783156
Bihar,Buxar,2015,23.3,8.2,59.8,43.9,41.2,23.3,99.9,37.5,66.9,81.6,37,29.4,34,5.5,31.1,51.3,68.1,0.439852591
Bihar,Buxar,2016,23.3,8.2,59.8,43.9,41.2,23.3,99.9,37.5,66.9,81.6,37,29.4,34,5.5,31.1,51.3,68.1,0.439852591
Bihar,Buxar,2019,27.4,8.4,68.3,39.6,45.3,44.7,99.8,30.8,98.5,89.5,32.7,52.4,1,7.2,33.3,66.2,4,0.449355372
Bihar,Buxar,2020,27.4,8.4,68.3,39.6,45.3,44.7,99.8,30.8,98.5,89.5,32.7,52.4,1,7.2,33.3,66.2,4,0.449355372
Bihar,Buxar,2021,27.4,8.4,68.3,39.6,45.3,44.7,99.8,30.8,98.5,89.5,32.7,52.4,1,7.2,33.3,66.2,4,0.449355372
Bihar,Darbhanga,2015,9.4,5.1,69.9,49,41.1,18.3,100,44.3,60.2,47.2,41.3,28.2,145,11.5,18.7,66.1,49.4,0.334048841
Bihar,Darbhanga,2016,9.4,5.1,69.9,49,41.1,18.3,100,44.3,60.2,47.2,41.3,28.2,145,11.5,18.7,66.1,49.4,0.334048841
Bihar,Darbhanga,2019,24.9,13.4,68.9,45.4,39.2,41.6,99.8,45.1,97.2,69.9,37.1,48.7,1,10.3,22.7,60.8,4,0.403275783
Bihar,Darbhanga,2020,24.9,13.4,68.9,45.4,39.2,41.6,99.8,45.1,97.2,69.9,37.1,48.7,1,10.3,22.7,60.8,4,0.403275783
Bihar,Darbhanga,2021,24.9,13.4,68.9,45.4,39.2,41.6,99.8,45.1,97.2,69.9,37.1,48.7,1,10.3,22.7,60.8,4,0.403275783
Bihar,Gaya,2015,11.8,6.7,59,52.9,53.1,15.6,96.4,54.4,73.4,56.8,39.4,28.4,76,14.9,24.5,61.8,59.4,0.333633844
Bihar,Gaya,2016,11.8,6.7,59,52.9,53.1,15.6,96.4,54.4,73.4,56.8,39.4,28.4,76,14.9,24.5,61.8,59.4,0.333633844
Bihar,Gaya,2019,25.1,10.4,76.7,47.4,43.5,34.7,99.2,42.8,97.9,76.6,36.3,44.4,1,7.2,30.7,64.3,4,0.398499385
Bihar,Gaya,2020,25.1,10.4,76.7,47.4,43.5,34.7,99.2,42.8,97.9,76.6,36.3,44.4,1,7.2,30.7,64.3,4,0.398499385
Bihar,Gaya,2021,25.1,10.4,76.7,47.4,43.5,34.7,99.2,42.8,97.9,76.6,36.3,44.4,1,7.2,30.7,64.3,4,0.398499385
Bihar,Gopalganj,2015,20.1,5.7,63.3,35.6,30.5,20.4,98.6,30.8,58.6,75.1,38.3,28.9,160,6.5,26.7,58.8,63.3,0.440690896
Bihar,Gopalganj,2016,20.1,5.7,63.3,35.6,30.5,20.4,98.6,30.8,58.6,75.1,38.3,28.9,160,6.5,26.7,58.8,63.3,0.440690896
Bihar,Gopalganj,2019,27.9,14.9,56.1,34.2,29.2,39.4,99.9,28,96.2,85.9,34.6,60.1,1,7.6,32.9,53.8,4,0.494370747
Bihar,Gopalganj,2020,27.9,14.9,56.1,34.2,29.2,39.4,99.9,28,96.2,85.9,34.6,60.1,1,7.6,32.9,53.8,4,0.494370747
Bihar,Gopalganj,2021,27.9,14.9,56.1,34.2,29.2,39.4,99.9,28,96.2,85.9,34.6,60.1,1,7.6,32.9,53.8,4,0.494370747
Bihar,Jamui,2015,10.4,4.6,61.3,45.9,47.2,9.2,80.2,60.2,63.4,59.4,39,15.7,36,14.9,16.5,61.9,48.7,0.298524479
Bihar,Jamui,2016,10.4,4.6,61.3,45.9,47.2,9.2,80.2,60.2,63.4,59.4,39,15.7,36,14.9,16.5,61.9,48.7,0.298524479
Bihar,Jamui,2019,37.9,3.3,81.9,43,37.5,40.2,90.5,51.9,97.9,73.4,37,37.6,1,15.4,20.6,75.2,4,0.357285297
Bihar,Jamui,2020,37.9,3.3,81.9,43,37.5,40.2,90.5,51.9,97.9,73.4,37,37.6,1,15.4,20.6,75.2,4,0.357285297
Bihar,Jamui,2021,37.9,3.3,81.9,43,37.5,40.2,90.5,51.9,97.9,73.4,37,37.6,1,15.4,20.6,75.2,4,0.357285297
Bihar,Jehanabad,2015,17,13.3,61.4,52.1,47.1,20.1,99.4,42.6,69.9,83,37.1,31.2,103,13,33,56.7,63.2,0.403888891
Bihar,Jehanabad,2016,17,13.3,61.4,52.1,47.1,20.1,99.4,42.6,69.9,83,37.1,31.2,103,13,33,56.7,63.2,0.403888891
Bihar,Jehanabad,2019,17.4,6.4,61.9,41.3,51.7,34.3,99.8,41.6,99.3,89.1,36,45.5,1,12,30.5,68.1,4,0.397175766
Bihar,Jehanabad,2020,17.4,6.4,61.9,41.3,51.7,34.3,99.8,41.6,99.3,89.1,36,45.5,1,12,30.5,68.1,4,0.397175766
Bihar,Jehanabad,2021,17.4,6.4,61.9,41.3,51.7,34.3,99.8,41.6,99.3,89.1,36,45.5,1,12,30.5,68.1,4,0.397175766
Bihar,Kaimur ( Bhabua),2015,10.1,4.5,63,53.8,48.1,13.8,95.8,37.7,74.7,80.1,38.2,22,27,8.8,28.8,57.8,66,0.380133444
Bihar,Kaimur ( Bhabua),2016,10.1,4.5,63,53.8,48.1,13.8,95.8,37.7,74.7,80.1,38.2,22,27,8.8,28.8,57.8,66,0.380133444
Bihar,Kaimur ( Bhabua),2019,25.6,13.1,71.4,44.1,47.2,29,98,27.1,96.7,83.3,35.8,59.1,1,2.6,29.5,70.3,4,0.433586024
Bihar,Kaimur ( Bhabua),2020,25.6,13.1,71.4,44.1,47.2,29,98,27.1,96.7,83.3,35.8,59.1,1,2.6,29.5,70.3,4,0.433586024
Bihar,Kaimur ( Bhabua),2021,25.6,13.1,71.4,44.1,47.2,29,98,27.1,96.7,83.3,35.8,59.1,1,2.6,29.5,70.3,4,0.433586024
Bihar,Katihar,2015,8.9,8.3,61.3,49.2,45.1,10,99.5,39.2,33,51.8,41.2,22.7,39,14.3,15.2,63.8,49.7,0.308056121
Bihar,Katihar,2016,8.9,8.3,61.3,49.2,45.1,10,99.5,39.2,33,51.8,41.2,22.7,39,14.3,15.2,63.8,49.7,0.308056121
Bihar,Katihar,2019,15.3,13.6,65.6,43.9,48.1,16.9,99.2,49.4,92,66.9,39,44.6,1,16.1,19.8,68.4,4,0.342466163
Bihar,Katihar,2020,15.3,13.6,65.6,43.9,48.1,16.9,99.2,49.4,92,66.9,39,44.6,1,16.1,19.8,68.4,4,0.342466163
Bihar,Katihar,2021,15.3,13.6,65.6,43.9,48.1,16.9,99.2,49.4,92,66.9,39,44.6,1,16.1,19.8,68.4,4,0.342466163
Bihar,Khagaria,2015,13.2,6.2,63.4,49.8,42.4,13.4,99.8,50.4,54.4,71.2,42.5,31.2,43,16.8,20.7,59.8,51.8,0.333225857
Bihar,Khagaria,2016,13.2,6.2,63.4,49.8,42.4,13.4,99.8,50.4,54.4,71.2,42.5,31.2,43,16.8,20.7,59.8,51.8,0.333225857
Bihar,Khagaria,2019,17.4,16.5,67.1,34.8,36.4,33.2,98.8,44.9,94.5,74.2,41.3,65,1,15.1,26.6,59.5,4,0.412465349
Bihar,Khagaria,2020,17.4,16.5,67.1,34.8,36.4,33.2,98.8,44.9,94.5,74.2,41.3,65,1,15.1,26.6,59.5,4,0.412465349
Bihar,Khagaria,2021,17.4,16.5,67.1,34.8,36.4,33.2,98.8,44.9,94.5,74.2,41.3,65,1,15.1,26.6,59.5,4,0.412465349
Bihar,Kishanganj,2015,15.5,10,65.2,46.9,45.4,5.7,99.1,25.4,53.5,41.8,40.6,17.3,86,6.6,12.1,67.6,48,0.340526386
Bihar,Kishanganj,2016,15.5,10,65.2,46.9,45.4,5.7,99.1,25.4,53.5,41.8,40.6,17.3,86,6.6,12.1,67.6,48,0.340526386
Bihar,Kishanganj,2019,17.1,12.1,67.5,38.8,41.1,15.3,100,36.6,95.8,54.6,39.9,52.4,1,10,15,65.1,4,0.375168936
Bihar,Kishanganj,2020,17.1,12.1,67.5,38.8,41.1,15.3,100,36.6,95.8,54.6,39.9,52.4,1,10,15,65.1,4,0.375168936
Bihar,Kishanganj,2021,17.1,12.1,67.5,38.8,41.1,15.3,100,36.6,95.8,54.6,39.9,52.4,1,10,15,65.1,4,0.375168936
Bihar,Lakhisarai,2015,17.9,7.4,66.3,50.6,47.3,14.7,94.5,48.7,81.9,64.1,39.1,38.7,13,12.4,25.3,62.1,57.9,0.363760087
