State,District,Year,ANC 4+ visits %,Adequate child diet %,Child anaemia %,Child stunting %,Child underweight %,Clean fuel %,Drinking water access %,Early marriage %,Electricity access %,Institutional births %,Population below 15 %,Sanitation %,Sex ratio,Teen pregnancy %,Women 10+ schooling %,Women anaemia %,Women literacy %,Exposure Score
Chhattisgarh,Raigarh,2015,67.7,12.7,38.8,39.2,37.1,19.6,92.6,21.4,96,66.8,26.1,28.8,985,2.8,25.7,41.6,74.9,0.599889118
Chhattisgarh,Raigarh,2016,67.7,12.7,38.8,39.2,37.1,19.6,92.6,21.4,96,66.8,26.1,28.8,985,2.8,25.7,41.6,74.9,0.599889118
Chhattisgarh,Raigarh,2019,55.4,4.8,62.7,39.1,28,29.8,97.5,11.5,99,87.7,24.1,66.3,13,1.3,38.3,62.2,4,0.53445576
Chhattisgarh,Raigarh,2020,55.4,4.8,62.7,39.1,28,29.8,97.5,11.5,99,87.7,24.1,66.3,13,1.3,38.3,62.2,4,0.53445576
Chhattisgarh,Raigarh,2021,55.4,4.8,62.7,39.1,28,29.8,97.5,11.5,99,87.7,24.1,66.3,13,1.3,38.3,62.2,4,0.53445576
Chhattisgarh,Rajnandgaon,2015,64.2,13.5,29.7,48.8,36.6,19.7,92.4,17.2,99,83.5,30.1,46.9,28,4.4,28,43.7,80.6,0.558345842
Chhattisgarh,Rajnandgaon,2016,64.2,13.5,29.7,48.8,36.6,19.7,92.4,17.2,99,83.5,30.1,46.9,28,4.4,28,43.7,80.6,0.558345842
Chhattisgarh,Rajnandgaon,2019,76.1,11,80.5,27.6,31,27.4,98.8,3.8,99.3,95.5,24,79.2,1,1.4,38.9,58.3,4,0.575336247
Chhattisgarh,Rajnandgaon,2020,76.1,11,80.5,27.6,31,27.4,98.8,3.8,99.3,95.5,24,79.2,1,1.4,38.9,58.3,4,0.575336247
Chhattisgarh,Rajnandgaon,2021,76.1,11,80.5,27.6,31,27.4,98.8,3.8,99.3,95.5,24,79.2,1,1.4,38.9,58.3,4,0.575336247
Chhattisgarh,Uttar Bastar Kanker,2015,72.1,4.4,61.9,36.3,49.9,14.5,97.6,14.5,96.5,77.5,26.6,39.4,52,4.7,28.3,67.5,77.2,0.512872444
Chhattisgarh,Uttar Bastar Kanker,2016,72.1,4.4,61.9,36.3,49.9,14.5,97.6,14.5,96.5,77.5,26.6,39.4,52,4.7,28.3,67.5,77.2,0.512872444
Chhattisgarh,Uttar Bastar Kanker,2019,77.9,8.4,62.3,24.8,36.1,25.9,98.7,5.4,99.4,94.1,21.8,80.5,1,0.8,40.3,65.2,4,0.581989656
Chhattisgarh,Uttar Bastar Kanker,2020,77.9,8.4,62.3,24.8,36.1,25.9,98.7,5.4,99.4,94.1,21.8,80.5,1,0.8,40.3,65.2,4,0.581989656
Chhattisgarh,Uttar Bastar Kanker,2021,77.9,8.4,62.3,24.8,36.1,25.9,98.7,5.4,99.4,94.1,21.8,80.5,1,0.8,40.3,65.2,4,0.581989656
Dadra And Nagar Haveli And Daman And Diu,Daman,2015,58.2,6.8,74.3,18.9,25.2,74.4,99.4,30.5,100,92.1,20.7,64.9,647,5.6,50.7,60.3,85.9,0.667003364
Dadra And Nagar Haveli And Daman And Diu,Daman,2016,58.2,6.8,74.3,18.9,25.2,74.4,99.4,30.5,100,92.1,20.7,64.9,647,5.6,50.7,60.3,85.9,0.667003364
Dadra And Nagar Haveli And Daman And Diu,Daman,2019,70.5,13.7,82.5,30,29.3,92.1,96,22.8,99.5,97.4,22.7,67.1,755,1.4,42.9,60.8,4,0.633560004
Dadra And Nagar Haveli And Daman And Diu,Daman,2020,70.5,13.7,82.5,30,29.3,92.1,96,22.8,99.5,97.4,22.7,67.1,755,1.4,42.9,60.8,4,0.633560004
Dadra And Nagar Haveli And Daman And Diu,Daman,2021,70.5,13.7,82.5,30,29.3,92.1,96,22.8,99.5,97.4,22.7,67.1,755,1.4,42.9,60.8,4,0.633560004
Dadra And Nagar Haveli And Daman And Diu,Diu,2015,79.6,4.7,72.1,37.3,31.1,69.7,99.4,9.2,99.9,83.1,26.7,73.7,188,2.1,44.6,54.7,90.8,0.639139534
Dadra And Nagar Haveli And Daman And Diu,Diu,2016,79.6,4.7,72.1,37.3,31.1,69.7,99.4,9.2,99.9,83.1,26.7,73.7,188,2.1,44.6,54.7,90.8,0.639139534
Dadra And Nagar Haveli And Daman And Diu,Diu,2019,90.7,15.4,62.8,33.9,28.5,85.3,99.7,2.3,100,95.7,21.2,89.7,1,0,52.7,50.3,4,0.663168102
Dadra And Nagar Haveli And Daman And Diu,Diu,2020,90.7,15.4,62.8,33.9,28.5,85.3,99.7,2.3,100,95.7,21.2,89.7,1,0,52.7,50.3,4,0.663168102
Dadra And Nagar Haveli And Daman And Diu,Diu,2021,90.7,15.4,62.8,33.9,28.5,85.3,99.7,2.3,100,95.7,21.2,89.7,1,0,52.7,50.3,4,0.663168102
Goa,North Goa,2015,93.9,8.5,48.5,21.4,23.8,82.5,96.8,9.9,99.7,98.6,22.3,81.3,30,2.1,61.7,33,92.4,0.743277175
Goa,North Goa,2016,93.9,8.5,48.5,21.4,23.8,82.5,96.8,9.9,99.7,98.6,22.3,81.3,30,2.1,61.7,33,92.4,0.743277175
Goa,North Goa,2019,91.3,26.9,55.2,24.2,25.8,96.7,98.1,7.5,100,99.6,19.3,87.7,1,2.7,72,40,4,0.718219895
Goa,North Goa,2020,91.3,26.9,55.2,24.2,25.8,96.7,98.1,7.5,100,99.6,19.3,87.7,1,2.7,72,40,4,0.718219895
Goa,North Goa,2021,91.3,26.9,55.2,24.2,25.8,96.7,98.1,7.5,100,99.6,19.3,87.7,1,2.7,72,40,4,0.718219895
Goa,South Goa,2015,81.5,9.7,48.1,18.3,23.9,86.4,96.6,9.6,100,94.5,24.4,75.1,0,4.1,53,28.7,93.8,0.725866191
Goa,South Goa,2016,81.5,9.7,48.1,18.3,23.9,86.4,96.6,9.6,100,94.5,24.4,75.1,0,4.1,53,28.7,93.8,0.725866191
Goa,South Goa,2019,96,8.9,50,28.3,21,96.2,99,3.9,100,100,18.9,88.2,1,2.8,70.9,37.6,4,0.710656656
Goa,South Goa,2020,96,8.9,50,28.3,21,96.2,99,3.9,100,100,18.9,88.2,1,2.8,70.9,37.6,4,0.710656656
Goa,South Goa,2021,96,8.9,50,28.3,21,96.2,99,3.9,100,100,18.9,88.2,1,2.8,70.9,37.6,4,0.710656656
Gujarat,Ahmedabad,2015,77.8,3.6,72,35.5,34,89.7,98.7,17.5,99.5,94.5,22.1,86.4,928,4.4,42.7,63.7,81.5,0.687478173
Gujarat,Ahmedabad,2016,77.8,3.6,72,35.5,34,89.7,98.7,17.5,99.5,94.5,22.1,86.4,928,4.4,42.7,63.7,81.5,0.687478173
Gujarat,Ahmedabad,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Ahmedabad,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Ahmedabad,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Amreli,2015,40.8,9.3,74.5,37.8,31.7,52.4,97.9,11.5,99.2,81.7,22.9,75.4,927,3.5,34,56,77.2,0.633764046
Gujarat,Amreli,2016,40.8,9.3,74.5,37.8,31.7,52.4,97.9,11.5,99.2,81.7,22.9,75.4,927,3.5,34,56,77.2,0.633764046
Gujarat,Amreli,2019,92.6,2.8,72,35.3,30.6,65.6,97.8,10.5,99.6,90.1,22.7,73.3,984,1.6,27.2,50,4,0.639080184
Gujarat,Amreli,2020,92.6,2.8,72,35.3,30.6,65.6,97.8,10.5,99.6,90.1,22.7,73.3,984,1.6,27.2,50,4,0.639080184
Gujarat,Amreli,2021,92.6,2.8,72,35.3,30.6,65.6,97.8,10.5,99.6,90.1,22.7,73.3,984,1.6,27.2,50,4,0.639080184
Gujarat,Anand,2015,78.5,3.5,59.7,48.2,41.3,43.1,99.6,27.4,97.9,92.6,24.8,67.8,962,14.8,30.9,50.4,75.9,0.59551035
Gujarat,Anand,2016,78.5,3.5,59.7,48.2,41.3,43.1,99.6,27.4,97.9,92.6,24.8,67.8,962,14.8,30.9,50.4,75.9,0.59551035
Gujarat,Anand,2019,64.2,10.6,78.4,38.4,46.6,65.1,99.7,28,98,96,22.2,82.1,912,7,32.2,66.4,4,0.574486517
Gujarat,Anand,2020,64.2,10.6,78.4,38.4,46.6,65.1,99.7,28,98,96,22.2,82.1,912,7,32.2,66.4,4,0.574486517
Gujarat,Anand,2021,64.2,10.6,78.4,38.4,46.6,65.1,99.7,28,98,96,22.2,82.1,912,7,32.2,66.4,4,0.574486517
Gujarat,Aravalli,2015,73.8,10.1,89.5,47.1,47.2,47.9,98.5,27,96.5,92.2,25.5,56.3,996,6.7,34.7,77.3,71.9,0.567211064
Gujarat,Aravalli,2016,73.8,10.1,89.5,47.1,47.2,47.9,98.5,27,96.5,92.2,25.5,56.3,996,6.7,34.7,77.3,71.9,0.567211064
Gujarat,Aravalli,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Aravalli,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Aravalli,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Banas Kantha,2015,59.1,7.7,57.2,40.7,43.1,27.6,98.9,47.9,88.1,89.3,30.5,38.7,992,6.8,14.6,50,63.7,0.531062011
Gujarat,Banas Kantha,2016,59.1,7.7,57.2,40.7,43.1,27.6,98.9,47.9,88.1,89.3,30.5,38.7,992,6.8,14.6,50,63.7,0.531062011
Gujarat,Banas Kantha,2019,56.1,4.5,79,39,44.1,45.6,93.6,37.3,91.1,92.9,29.2,53.9,7,5.1,17.6,60,4,0.449477605
Gujarat,Banas Kantha,2020,56.1,4.5,79,39,44.1,45.6,93.6,37.3,91.1,92.9,29.2,53.9,7,5.1,17.6,60,4,0.449477605
Gujarat,Banas Kantha,2021,56.1,4.5,79,39,44.1,45.6,93.6,37.3,91.1,92.9,29.2,53.9,7,5.1,17.6,60,4,0.449477605
Gujarat,Bharuch,2015,86.4,8.3,56.8,41.5,44.2,49.2,98.5,24.3,97.2,81.1,25.1,68.3,973,11.1,29.6,52,74,0.615380921
Gujarat,Bharuch,2016,86.4,8.3,56.8,41.5,44.2,49.2,98.5,24.3,97.2,81.1,25.1,68.3,973,11.1,29.6,52,74,0.615380921
Gujarat,Bharuch,2019,65.7,8.8,81,40.9,45.5,60.2,97.2,16.8,98.2,91.1,23.7,77.7,960,5,31.5,71.8,4,0.570250219
Gujarat,Bharuch,2020,65.7,8.8,81,40.9,45.5,60.2,97.2,16.8,98.2,91.1,23.7,77.7,960,5,31.5,71.8,4,0.570250219
Gujarat,Bharuch,2021,65.7,8.8,81,40.9,45.5,60.2,97.2,16.8,98.2,91.1,23.7,77.7,960,5,31.5,71.8,4,0.570250219
Gujarat,Bhavnagar,2015,70.9,9.4,71.5,32.6,39.5,59.8,95.1,18,96.9,94.2,24.1,72.9,942,1.5,26.3,49.4,74.2,0.653961037
Gujarat,Bhavnagar,2016,70.9,9.4,71.5,32.6,39.5,59.8,95.1,18,96.9,94.2,24.1,72.9,942,1.5,26.3,49.4,74.2,0.653961037
Gujarat,Bhavnagar,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Bhavnagar,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Bhavnagar,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Botad,2015,82.7,6.9,75.5,32.2,32.3,63,99.2,13,99.3,93.5,24.8,72,975,2.2,22,58.8,71.8,0.66156801
Gujarat,Botad,2016,82.7,6.9,75.5,32.2,32.3,63,99.2,13,99.3,93.5,24.8,72,975,2.2,22,58.8,71.8,0.66156801
Gujarat,Botad,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Botad,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Botad,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Chhota Udaipur,2015,81.2,1.2,87.7,48.6,48.1,25.7,97.4,27.5,95.3,85.7,25.4,53,16,4.3,20.3,78.9,53.2,0.462553458
Gujarat,Chhota Udaipur,2016,81.2,1.2,87.7,48.6,48.1,25.7,97.4,27.5,95.3,85.7,25.4,53,16,4.3,20.3,78.9,53.2,0.462553458
Gujarat,Chhota Udaipur,2019,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Chhota Udaipur,2020,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Chhota Udaipur,2021,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Dahod,2015,38.9,8.2,58.9,44.4,50.8,15.3,71.8,32.8,79.3,83.8,38.4,20.6,104,9.4,25.1,56.3,56.1,0.404281775
Gujarat,Dahod,2016,38.9,8.2,58.9,44.4,50.8,15.3,71.8,32.8,79.3,83.8,38.4,20.6,104,9.4,25.1,56.3,56.1,0.404281775
Gujarat,Dahod,2019,70.9,9,87.2,55.3,53,26.8,91,29.9,89.3,92.5,35.6,35.9,1,7.4,23.1,75.1,4,0.387009949
Gujarat,Dahod,2020,70.9,9,87.2,55.3,53,26.8,91,29.9,89.3,92.5,35.6,35.9,1,7.4,23.1,75.1,4,0.387009949
Gujarat,Dahod,2021,70.9,9,87.2,55.3,53,26.8,91,29.9,89.3,92.5,35.6,35.9,1,7.4,23.1,75.1,4,0.387009949
Gujarat,Devbhumi Dwarka,2015,76.6,4,66.7,30.2,36.2,61.2,93.9,11.6,98.7,94.8,24.2,73.4,10,3.8,15.8,48.8,66.1,0.597527887
Gujarat,Devbhumi Dwarka,2016,76.6,4,66.7,30.2,36.2,61.2,93.9,11.6,98.7,94.8,24.2,73.4,10,3.8,15.8,48.8,66.1,0.597527887
Gujarat,Devbhumi Dwarka,2019,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Devbhumi Dwarka,2020,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Devbhumi Dwarka,2021,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Gandhinagar,2015,88.5,4,73.7,36.5,42.7,52.2,99.8,50.4,94.5,92.3,25.1,62.1,931,5.4,26.3,65.8,81.8,0.588962122
Gujarat,Gandhinagar,2016,88.5,4,73.7,36.5,42.7,52.2,99.8,50.4,94.5,92.3,25.1,62.1,931,5.4,26.3,65.8,81.8,0.588962122
Gujarat,Gandhinagar,2019,71,6.4,81.2,38.1,44.6,76.9,99.7,32.6,97.8,97.8,22.3,84.6,924,5,37.9,68.8,4,0.58698089
Gujarat,Gandhinagar,2020,71,6.4,81.2,38.1,44.6,76.9,99.7,32.6,97.8,97.8,22.3,84.6,924,5,37.9,68.8,4,0.58698089
Gujarat,Gandhinagar,2021,71,6.4,81.2,38.1,44.6,76.9,99.7,32.6,97.8,97.8,22.3,84.6,924,5,37.9,68.8,4,0.58698089
Gujarat,Gir Somnath,2015,80.7,16,68.9,44.4,30.3,46.8,98.2,9.9,99.5,87.1,23.4,74.3,981,0.9,30.8,49.9,73.1,0.670417799
Gujarat,Gir Somnath,2016,80.7,16,68.9,44.4,30.3,46.8,98.2,9.9,99.5,87.1,23.4,74.3,981,0.9,30.8,49.9,73.1,0.670417799
Gujarat,Gir Somnath,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Gir Somnath,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Gir Somnath,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Jamnagar,2015,73.8,15.3,75,28.4,28.9,81.6,99.7,6.8,98.9,96.5,21,86.6,4,1,35.3,50.2,83.1,0.676895033
Gujarat,Jamnagar,2016,73.8,15.3,75,28.4,28.9,81.6,99.7,6.8,98.9,96.5,21,86.6,4,1,35.3,50.2,83.1,0.676895033
Gujarat,Jamnagar,2019,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Jamnagar,2020,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Jamnagar,2021,4,17,22,18,18,3,1,18,7,42,15,2,1,19,10,22,4,0.36239992
Gujarat,Junagadh,2015,72.5,5.2,74.7,37.3,26.4,67.2,97,11.2,99.3,97.4,21.6,81.7,999,5,35,58.8,82.8,0.682988626
Gujarat,Junagadh,2016,72.5,5.2,74.7,37.3,26.4,67.2,97,11.2,99.3,97.4,21.6,81.7,999,5,35,58.8,82.8,0.682988626
Gujarat,Junagadh,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Junagadh,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Junagadh,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Kachchh,2015,62.2,4.3,81.4,40.8,39,38.5,93.5,30.4,95.3,82.7,32.5,59.3,944,5.8,16.9,62.5,75.6,0.546114287
Gujarat,Kachchh,2016,62.2,4.3,81.4,40.8,39,38.5,93.5,30.4,95.3,82.7,32.5,59.3,944,5.8,16.9,62.5,75.6,0.546114287
Gujarat,Kachchh,2019,84.2,5.5,68.6,37.5,33.4,67.2,96.8,19,99.2,97.4,26.6,85.8,979,5.7,24.1,57.5,4,0.614892314
Gujarat,Kachchh,2020,84.2,5.5,68.6,37.5,33.4,67.2,96.8,19,99.2,97.4,26.6,85.8,979,5.7,24.1,57.5,4,0.614892314
Gujarat,Kachchh,2021,84.2,5.5,68.6,37.5,33.4,67.2,96.8,19,99.2,97.4,26.6,85.8,979,5.7,24.1,57.5,4,0.614892314
Gujarat,Kheda,2015,61.2,1.6,85.1,37.3,39.5,48,97.7,49.2,96.9,95.2,23.7,63.3,934,10.4,24.2,76.1,70.9,0.542997713
Gujarat,Kheda,2016,61.2,1.6,85.1,37.3,39.5,48,97.7,49.2,96.9,95.2,23.7,63.3,934,10.4,24.2,76.1,70.9,0.542997713
Gujarat,Kheda,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Kheda,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Kheda,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Mahesana,2015,81.3,5.7,77.8,40.5,41.9,54.9,96.5,32.6,97.3,96.4,25.2,65.7,920,6.6,31.1,61.9,75.1,0.602168554
Gujarat,Mahesana,2016,81.3,5.7,77.8,40.5,41.9,54.9,96.5,32.6,97.3,96.4,25.2,65.7,920,6.6,31.1,61.9,75.1,0.602168554
Gujarat,Mahesana,2019,56.6,0,86,31,41.4,63.1,97,32.3,97.7,97.3,22.1,72.1,913,4.5,32.6,69.3,4,0.559348418
Gujarat,Mahesana,2020,56.6,0,86,31,41.4,63.1,97,32.3,97.7,97.3,22.1,72.1,913,4.5,32.6,69.3,4,0.559348418
Gujarat,Mahesana,2021,56.6,0,86,31,41.4,63.1,97,32.3,97.7,97.3,22.1,72.1,913,4.5,32.6,69.3,4,0.559348418
Gujarat,Mahisagar,2015,76.6,1.3,85.9,43.4,49,47.4,94.8,30.7,95.2,93,25.4,44.4,993,6.1,33.9,72.5,70.9,0.554402289
Gujarat,Mahisagar,2016,76.6,1.3,85.9,43.4,49,47.4,94.8,30.7,95.2,93,25.4,44.4,993,6.1,33.9,72.5,70.9,0.554402289
Gujarat,Mahisagar,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Mahisagar,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Mahisagar,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Morbi,2015,75.1,9.9,75.3,32.9,32.3,73.6,98.3,8.9,99.9,94.8,22.6,80.1,981,3.4,35.4,50.7,82.4,0.699490016
Gujarat,Morbi,2016,75.1,9.9,75.3,32.9,32.3,73.6,98.3,8.9,99.9,94.8,22.6,80.1,981,3.4,35.4,50.7,82.4,0.699490016
Gujarat,Morbi,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Morbi,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Morbi,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Narmada,2015,70.3,4.3,53.6,47.4,53.6,15.3,98.4,33.1,93.2,77.3,26.3,34,997,10.8,23.7,55.6,67.3,0.519889358
Gujarat,Narmada,2016,70.3,4.3,53.6,47.4,53.6,15.3,98.4,33.1,93.2,77.3,26.3,34,997,10.8,23.7,55.6,67.3,0.519889358
Gujarat,Narmada,2019,83.4,4.3,93.2,47.2,52.8,31.3,96.8,29.5,92.7,81.7,26,54.6,6,12,22.6,75.9,4,0.414796504
Gujarat,Narmada,2020,83.4,4.3,93.2,47.2,52.8,31.3,96.8,29.5,92.7,81.7,26,54.6,6,12,22.6,75.9,4,0.414796504
Gujarat,Narmada,2021,83.4,4.3,93.2,47.2,52.8,31.3,96.8,29.5,92.7,81.7,26,54.6,6,12,22.6,75.9,4,0.414796504
Gujarat,Navsari,2015,91.9,4.2,51.9,38.9,37.4,53.2,94.6,17.6,98.4,95.2,21.7,70.2,36,8.2,42,52.1,84.1,0.617426521
Gujarat,Navsari,2016,91.9,4.2,51.9,38.9,37.4,53.2,94.6,17.6,98.4,95.2,21.7,70.2,36,8.2,42,52.1,84.1,0.617426521
Gujarat,Navsari,2019,94.7,0,75.3,36.8,43.6,70.2,97.4,15.7,98.7,99.3,19.6,80.1,1,3.3,47.7,68.7,4,0.571529454
Gujarat,Navsari,2020,94.7,0,75.3,36.8,43.6,70.2,97.4,15.7,98.7,99.3,19.6,80.1,1,3.3,47.7,68.7,4,0.571529454
Gujarat,Navsari,2021,94.7,0,75.3,36.8,43.6,70.2,97.4,15.7,98.7,99.3,19.6,80.1,1,3.3,47.7,68.7,4,0.571529454
Gujarat,Panchmahal,2015,88.7,3.6,91,47.1,51.9,43.6,91,34.1,95.5,88.4,26.3,58.9,969,10.5,28.4,69.8,71.7,0.537696493
Gujarat,Panchmahal,2016,88.7,3.6,91,47.1,51.9,43.6,91,34.1,95.5,88.4,26.3,58.9,969,10.5,28.4,69.8,71.7,0.537696493
Gujarat,Panchmahal,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Panchmahal,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Panchmahal,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Patan,2015,67.5,3,67.2,37.6,38.4,32.5,97,35,94.2,92,28.8,55.5,945,9.8,18.3,59.6,71.1,0.557710866
Gujarat,Patan,2016,67.5,3,67.2,37.6,38.4,32.5,97,35,94.2,92,28.8,55.5,945,9.8,18.3,59.6,71.1,0.557710866
Gujarat,Patan,2019,79.8,4,76.2,50.5,42.3,62.6,99.4,35.4,98.3,98.6,25.1,73.1,967,2.3,22.6,59.8,4,0.560678491
Gujarat,Patan,2020,79.8,4,76.2,50.5,42.3,62.6,99.4,35.4,98.3,98.6,25.1,73.1,967,2.3,22.6,59.8,4,0.560678491
Gujarat,Patan,2021,79.8,4,76.2,50.5,42.3,62.6,99.4,35.4,98.3,98.6,25.1,73.1,967,2.3,22.6,59.8,4,0.560678491
Gujarat,Porbandar,2015,56.9,0,70.8,22.6,27.7,48.4,94.1,17.2,99.5,97.3,22.6,74.2,941,6.9,33.4,59.2,84.3,0.654865077
Gujarat,Porbandar,2016,56.9,0,70.8,22.6,27.7,48.4,94.1,17.2,99.5,97.3,22.6,74.2,941,6.9,33.4,59.2,84.3,0.654865077
Gujarat,Porbandar,2019,92.1,13.3,77.9,18.2,25.5,76.9,96.2,10,99.8,100,20.8,85.7,0,1.9,35.9,47.6,4,0.646639128
Gujarat,Porbandar,2020,92.1,13.3,77.9,18.2,25.5,76.9,96.2,10,99.8,100,20.8,85.7,0,1.9,35.9,47.6,4,0.646639128
Gujarat,Porbandar,2021,92.1,13.3,77.9,18.2,25.5,76.9,96.2,10,99.8,100,20.8,85.7,0,1.9,35.9,47.6,4,0.646639128
Gujarat,Rajkot,2015,93.5,13.6,77,38.9,37,83.6,99.5,12.1,99.6,99.3,22,85.4,975,1.8,42.6,60.5,84.7,0.713816372
Gujarat,Rajkot,2016,93.5,13.6,77,38.9,37,83.6,99.5,12.1,99.6,99.3,22,85.4,975,1.8,42.6,60.5,84.7,0.713816372
Gujarat,Rajkot,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Rajkot,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Rajkot,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Sabarkantha,2015,73.2,3.6,81.1,37,41,58.7,90.7,27,95.3,89.4,26.6,61,987,6.1,31.1,67.3,74.5,0.592155571
Gujarat,Sabarkantha,2016,73.2,3.6,81.1,37,41,58.7,90.7,27,95.3,89.4,26.6,61,987,6.1,31.1,67.3,74.5,0.592155571
Gujarat,Sabarkantha,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Sabarkantha,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Sabarkantha,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Surat,2015,71.6,0,42.3,30,36.1,83.4,99.9,16.6,98.7,92.7,26.8,79,881,4.1,44.2,39,84.2,0.706883425
Gujarat,Surat,2016,71.6,0,42.3,30,36.1,83.4,99.9,16.6,98.7,92.7,26.8,79,881,4.1,44.2,39,84.2,0.706883425
Gujarat,Surat,2019,93.4,1.9,83.6,36.1,32.5,88.6,98.9,13.1,99.3,97.7,23.1,82,912,4.4,44,69,4,0.637995982
Gujarat,Surat,2020,93.4,1.9,83.6,36.1,32.5,88.6,98.9,13.1,99.3,97.7,23.1,82,912,4.4,44,69,4,0.637995982
Gujarat,Surat,2021,93.4,1.9,83.6,36.1,32.5,88.6,98.9,13.1,99.3,97.7,23.1,82,912,4.4,44,69,4,0.637995982
Gujarat,Surendranagar,2015,57.5,0,81,39.2,41.8,56.9,96.9,19.5,99.4,85.6,23.7,63.8,957,6.3,23.3,55.6,75.1,0.592634761
Gujarat,Surendranagar,2016,57.5,0,81,39.2,41.8,56.9,96.9,19.5,99.4,85.6,23.7,63.8,957,6.3,23.3,55.6,75.1,0.592634761
Gujarat,Surendranagar,2019,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Surendranagar,2020,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Surendranagar,2021,4,17,22,18,18,3,1,18,7,42,15,2,0,19,10,22,4,0.362341038
Gujarat,Tapi,2015,74.5,7.4,49.5,35.9,42.4,22.7,93.7,17.2,93.6,83.2,22.5,40.4,65,7.4,32.5,54.4,72,0.548722386
