State,District,Year,Crimes Against Children (Cases),Crimes Against Women (Cases),Crimes Against SC Communities (Cases),Crimes Against ST Communities (Cases),Cybercrime Cases,Vulnerability Score
Nagaland,Mokokchung,2022,3,3,0,0,0,0.066145387
Nagaland,Mokokchung,2023,,,,,,
Nagaland,Mon,2020,,,,,,
Nagaland,Mon,2021,,,,,,
Nagaland,Mon,2022,3,6,0,0,2,0.101440303
Nagaland,Mon,2023,,,,,,
Nagaland,Peren,2020,,,,,,
Nagaland,Peren,2021,,,,,,
Nagaland,Peren,2022,1,3,0,0,0,0.048954923
Nagaland,Peren,2023,,,,,,
Nagaland,Phek,2020,,,,,,
Nagaland,Phek,2021,,,,,,
Nagaland,Phek,2022,3,3,0,0,0,0.066145387
Nagaland,Phek,2023,,,,,,
Nagaland,Tuensang,2020,,,,,,
Nagaland,Tuensang,2021,,,,,,
Nagaland,Tuensang,2022,3,4,0,0,0,0.071258322
Nagaland,Tuensang,2023,,,,,,
Nagaland,Wokha,2020,,,,,,
Nagaland,Wokha,2021,,,,,,
Nagaland,Wokha,2022,1,1,0,0,0,0.033072693
Nagaland,Wokha,2023,,,,,,
Nagaland,Zunheboto,2020,,,,,,
Nagaland,Zunheboto,2021,,,,,,
Nagaland,Zunheboto,2022,2,3,0,0,0,0.059010699
Nagaland,Zunheboto,2023,,,,,,
Odisha,Angul,2020,228,1246,99,31,113,0.637029075
Odisha,Angul,2021,250,1616,121,11,136,0.626714272
Odisha,Angul,2022,274,1322,118,23,89,0.635103814
Odisha,Angul,2023,198,873,59,14,56,0.57356033
Odisha,Balasore,2020,411,1613,113,18,56,0.632252934
Odisha,Balasore,2021,507,1306,92,20,43,0.623956223
Odisha,Balasore,2022,513,852,74,26,41,0.614183702
Odisha,Balasore,2023,557,987,91,27,67,0.636780473
Odisha,Bargarh,2020,106,497,61,37,45,0.56883898
Odisha,Bargarh,2021,183,709,77,34,43,0.594178831
Odisha,Bargarh,2022,186,696,99,38,71,0.615007265
Odisha,Bargarh,2023,194,742,91,37,120,0.62481227
Odisha,Berhampur,2020,126,684,27,3,34,0.48512587
Odisha,Berhampur,2021,212,808,32,5,37,0.520246135
Odisha,Berhampur,2022,241,572,75,7,65,0.560794187
Odisha,Berhampur,2023,260,545,51,2,33,0.507904798
Odisha,Bhadrak,2020,336,884,79,9,85,0.592424477
Odisha,Bhadrak,2021,359,1032,118,7,69,0.599142042
Odisha,Bhadrak,2022,406,725,206,13,60,0.624530067
Odisha,Bhadrak,2023,493,1085,157,11,105,0.637090328
Odisha,Bolangir,2020,185,973,97,71,70,0.639398277
Odisha,Bolangir,2021,217,918,78,65,82,0.636048199
Odisha,Bolangir,2022,227,520,98,79,107,0.64205666
Odisha,Bolangir,2023,361,602,134,90,110,0.670703487
Odisha,Boudh,2020,46,211,24,11,4,0.422141418
Odisha,Boudh,2021,49,203,18,4,7,0.398602182
Odisha,Boudh,2022,67,139,28,12,10,0.444806083
Odisha,Boudh,2023,66,162,36,9,14,0.454159323
Odisha,C I D C B,2020,16,35,0,0,105,0.24776684
Odisha,C I D C B,2021,1,21,0,0,77,0.177133477
Odisha,C I D C B,2022,0,0,0,0,12,0.052466521
Odisha,C I D C B,2023,2,2,0,0,36,0.126280983
Odisha,Cuttack,2020,184,656,140,4,47,0.556143816
Odisha,Cuttack,2021,206,742,156,5,48,0.57075928
Odisha,Cuttack,2022,209,667,246,10,33,0.592701472
Odisha,Cuttack,2023,288,1098,211,6,45,0.600416343
Odisha,D C P B B S R,2020,284,687,80,1,95,0.538498851
Odisha,D C P B B S R,2021,385,946,116,5,146,0.605199646
Odisha,D C P B B S R,2022,432,564,139,4,95,0.587736697
Odisha,D C P B B S R,2023,339,409,112,9,135,0.595010859
Odisha,D C P C T C,2020,200,574,53,6,154,0.559354465
Odisha,D C P C T C,2021,212,677,56,0,139,0.507768287
Odisha,D C P C T C,2022,273,743,92,2,90,0.554218459
Odisha,D C P C T C,2023,285,892,94,1,71,0.543580206
Odisha,Deogarh,2020,37,200,28,6,10,0.420724895
Odisha,Deogarh,2021,44,270,14,3,9,0.393325208
Odisha,Deogarh,2022,78,452,13,14,9,0.455229412
Odisha,Deogarh,2023,66,299,13,14,24,0.460443527
Odisha,Dhenkanal,2020,217,1091,89,9,20,0.561221809
Odisha,Dhenkanal,2021,176,1243,117,23,45,0.608776958
Odisha,Dhenkanal,2022,185,720,146,29,48,0.612025292
Odisha,Dhenkanal,2023,224,1046,115,26,70,0.622542796
Odisha,Gajapati,2020,93,268,5,8,23,0.424646697
Odisha,Gajapati,2021,82,278,14,18,23,0.472227748
Odisha,Gajapati,2022,99,216,18,20,32,0.48777464
Odisha,Gajapati,2023,79,246,11,9,35,0.45135716
Odisha,Ganjam,2020,132,1002,87,6,56,0.556418343
Odisha,Ganjam,2021,319,2563,154,6,76,0.623260904
Odisha,Ganjam,2022,300,1532,183,5,56,0.604614258
Odisha,Ganjam,2023,350,1791,149,4,140,0.618962783
Odisha,Jagatsinghpur,2020,212,1056,106,1,42,0.53324926
Odisha,Jagatsinghpur,2021,226,1204,106,2,36,0.546504563
Odisha,Jagatsinghpur,2022,236,896,165,1,56,0.551408433
Odisha,Jagatsinghpur,2023,236,967,144,7,69,0.593362872
Odisha,Jajpur,2020,341,1411,178,20,132,0.658679246
Odisha,Jajpur,2021,539,1914,195,15,91,0.664361502
Odisha,Jajpur,2022,428,880,276,13,79,0.644775217
Odisha,Jajpur,2023,539,1773,253,5,126,0.648757834
Odisha,Jharsuguda,2020,118,436,45,21,60,0.54923826
Odisha,Jharsuguda,2021,97,345,37,21,48,0.528716086
Odisha,Jharsuguda,2022,136,266,30,9,24,0.488213884
Odisha,Jharsuguda,2023,125,241,32,12,46,0.506322879
Odisha,Kalahandi,2020,187,842,61,19,40,0.573926846
Odisha,Kalahandi,2021,286,1053,70,44,89,0.633284232
Odisha,Kalahandi,2022,287,784,77,45,47,0.617289261
Odisha,Kalahandi,2023,269,737,73,51,46,0.615776522
Odisha,Kandhamal,2020,115,352,15,11,17,0.468706088
Odisha,Kandhamal,2021,166,544,21,15,24,0.512544412
Odisha,Kandhamal,2022,235,604,28,22,18,0.536912138
Odisha,Kandhamal,2023,190,715,29,22,21,0.539566612
Odisha,Kendrapara,2020,217,1413,109,3,43,0.561896118
Odisha,Kendrapara,2021,298,1763,167,1,62,0.575083072
Odisha,Kendrapara,2022,359,1476,214,3,63,0.603610931
Odisha,Kendrapara,2023,463,1296,266,1,95,0.601799767
Odisha,Keonjhar,2020,191,765,30,47,48,0.579947715
Odisha,Keonjhar,2021,381,1110,37,68,27,0.610858244
Odisha,Keonjhar,2022,329,1047,64,68,67,0.640551445
Odisha,Keonjhar,2023,351,1272,64,49,77,0.640082923
Odisha,Khordha,2020,126,554,38,0,20,0.439879485
Odisha,Khordha,2021,164,751,52,0,9,0.447588892
Odisha,Khordha,2022,178,954,48,4,16,0.51015681
Odisha,Khordha,2023,233,1027,47,1,42,0.51028891
Odisha,Koraput,2020,170,647,14,19,60,0.530029851
Odisha,Koraput,2021,267,899,15,17,65,0.549244136
Odisha,Koraput,2022,258,713,24,34,62,0.575133755
Odisha,Koraput,2023,243,916,24,21,38,0.55612506
Odisha,Malkangiri,2020,148,446,8,10,53,0.482579999
Odisha,Malkangiri,2021,174,569,12,11,60,0.508462712
Odisha,Malkangiri,2022,183,567,3,1,100,0.431775209
Odisha,Malkangiri,2023,156,484,9,3,114,0.47513997
Odisha,Mayurbhanj,2020,448,1490,57,87,123,0.672098482
Odisha,Mayurbhanj,2021,578,1794,48,92,132,0.680504758
Odisha,Mayurbhanj,2022,625,1788,49,116,102,0.684407958
Odisha,Mayurbhanj,2023,534,1842,45,95,96,0.671669613
Odisha,Nabarangpur,2020,207,673,26,34,38,0.560931479
Odisha,Nabarangpur,2021,151,815,27,61,51,0.581103276
Odisha,Nabarangpur,2022,104,599,19,25,42,0.525468151
Odisha,Nabarangpur,2023,167,627,10,23,41,0.516982036
Odisha,Nayagarh,2020,156,508,42,4,18,0.490743798
Odisha,Nayagarh,2021,137,487,46,5,16,0.492322436
Odisha,Nayagarh,2022,137,336,47,9,11,0.492162717
Odisha,Nayagarh,2023,139,399,57,2,31,0.487445953
Odisha,Nuapada,2020,82,240,39,21,20,0.500555604
Odisha,Nuapada,2021,111,329,31,18,18,0.50203091
Odisha,Nuapada,2022,106,225,25,7,18,0.460775704
Odisha,Nuapada,2023,104,209,27,10,24,0.475745094
Odisha,Puri,2020,274,1544,145,2,56,0.575354449
Odisha,Puri,2021,321,1893,146,0,86,0.56096254
Odisha,Puri,2022,339,628,142,0,71,0.53233449
Odisha,Puri,2023,428,860,140,0,74,0.545696647
Odisha,Rayagada,2020,185,547,26,16,58,0.540961814
Odisha,Rayagada,2021,188,413,12,13,45,0.501737666
Odisha,Rayagada,2022,156,353,26,16,47,0.522524862
Odisha,Rayagada,2023,107,259,14,13,31,0.474177906
Odisha,Rourkela,2020,174,509,14,14,59,0.516442638
Odisha,Rourkela,2021,203,579,18,18,58,0.536968164
Odisha,Rourkela,2022,222,573,16,22,93,0.550580361
Odisha,Rourkela,2023,169,540,15,19,121,0.541912617
Odisha,S R P( Cuttack),2020,2,7,2,0,0,0.10868188
Odisha,S R P( Cuttack),2021,1,4,0,0,0,0.054067858
Odisha,S R P( Cuttack),2022,1,11,2,0,1,0.122095068
Odisha,S R P( Cuttack),2023,2,9,0,0,1,0.09418432
Odisha,S R P( Rourkela),2020,4,9,4,2,1,0.188184202
Odisha,S R P( Rourkela),2021,4,10,0,1,0,0.114941747
Odisha,S R P( Rourkela),2022,6,10,0,0,2,0.125675541
Odisha,S R P( Rourkela),2023,4,4,0,2,1,0.122802053
Odisha,Sambalpur,2020,170,781,35,24,63,0.56871005
Odisha,Sambalpur,2021,192,888,43,20,97,0.584485787
Odisha,Sambalpur,2022,194,544,48,31,185,0.602151554
Odisha,Sambalpur,2023,175,393,47,23,122,0.574746301
Odisha,Sonepur,2020,38,173,50,15,21,0.473557208
Odisha,Sonepur,2021,57,236,49,13,10,0.471823953
Odisha,Sonepur,2022,85,237,41,11,12,0.475277836
Odisha,Sonepur,2023,69,235,45,11,27,0.4884715
Odisha,Sundargarh,2020,164,465,20,34,42,0.540999629
Odisha,Sundargarh,2021,156,420,32,35,33,0.547353949
Odisha,Sundargarh,2022,146,437,23,54,49,0.557002802
Odisha,Sundargarh,2023,112,330,31,33,44,0.536818223
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Puducherry,Karaikal,2020,0,0,0,0,0,0
Puducherry,Karaikal,2021,0,0,0,0,0,0
Puducherry,Karaikal,2022,0,0,0,0,0,0
Puducherry,Karaikal,2023,30,35,0,0,2,0.189747188
Puducherry,Puducherry,2020,,,,,,
Puducherry,Puducherry,2021,122,153,7,0,0,0.29871318
Puducherry,Puducherry,2022,139,200,9,0,64,0.40027769
Puducherry,Puducherry,2023,126,177,4,0,145,0.390310574
Punjab,Amritsar Rural,2020,105,211,4,0,16,0.345846509
Punjab,Amritsar Rural,2021,129,231,7,0,23,0.37448307
Punjab,Amritsar Rural,2022,119,225,15,0,7,0.370743716
Punjab,Amritsar Rural,2023,131,256,1,0,6,0.309365981
Punjab,Barnala,2020,45,105,3,0,4,0.277365233
Punjab,Barnala,2021,62,117,3,0,13,0.308683253
Punjab,Barnala,2022,45,95,4,0,14,0.304430072
Punjab,Barnala,2023,38,92,0,0,7,0.237250303
Punjab,Batala,2020,35,126,2,0,6,0.273462211
Punjab,Batala,2021,53,175,7,0,7,0.323892322
Punjab,Batala,2022,91,176,7,0,18,0.354929698
Punjab,Batala,2023,56,139,3,0,14,0.311529579
Punjab,Bathinda,2020,90,212,13,0,3,0.344240277
Punjab,Bathinda,2021,119,230,7,0,6,0.347195255
Punjab,Bathinda,2022,148,287,7,0,10,0.366862242
Punjab,Bathinda,2023,127,257,9,0,18,0.378616823
Punjab,Bureau Of Investigation,2020,0,6,0,0,8,0.089531696
Punjab,Bureau Of Investigation,2021,16,34,1,0,50,0.253474519
Punjab,Bureau Of Investigation,2022,0,6,1,0,40,0.141867324
Punjab,Bureau Of Investigation,2023,0,1,0,0,0,0.015882229
Punjab,C P Amritsar,2020,102,227,6,0,47,0.378382415
Punjab,C P Amritsar,2021,112,292,11,0,92,0.416534084
Punjab,C P Amritsar,2022,127,226,6,0,79,0.394119933
Punjab,C P Amritsar,2023,145,306,6,0,62,0.399413973
Punjab,C P Jalandhar,2020,108,221,5,0,19,0.356526602
Punjab,C P Jalandhar,2021,116,301,13,0,40,0.406077729
Punjab,C P Jalandhar,2022,136,305,7,0,75,0.405705521
Punjab,C P Jalandhar,2023,133,278,6,0,52,0.391560045
Punjab,C P Ludhiana,2020,225,418,3,0,36,0.389278444
Punjab,C P Ludhiana,2021,283,520,8,0,27,0.419176043
Punjab,C P Ludhiana,2022,275,626,5,0,80,0.43196877
Punjab,C P Ludhiana,2023,258,441,4,0,76,0.415737413
Punjab,Cyber Crime Wing,2020,,,,,,
Punjab,Cyber Crime Wing,2021,,,,,,
Punjab,Cyber Crime Wing,2022,,,,,,
Punjab,Cyber Crime Wing,2023,4,10,0,0,22,0.158995631
Punjab,Faridkot,2020,54,106,5,0,3,0.289918098
Punjab,Faridkot,2021,41,109,1,0,9,0.268817814
Punjab,Faridkot,2022,44,92,0,0,7,0.24079929
Punjab,Faridkot,2023,37,89,4,0,5,0.279470104
Punjab,Fatehgarh Sahib,2020,51,113,4,4,5,0.339297264
Punjab,Fatehgarh Sahib,2021,69,131,2,0,6,0.290838811
Punjab,Fatehgarh Sahib,2022,67,188,3,0,10,0.316437887
Punjab,Fatehgarh Sahib,2023,57,135,3,0,3,0.284259943
Punjab,Fazilka,2020,98,235,12,0,12,0.370509839
Punjab,Fazilka,2021,114,248,10,0,11,0.368678695
Punjab,Fazilka,2022,109,214,9,0,15,0.367165493
Punjab,Fazilka,2023,122,248,5,0,16,0.358828939
Punjab,Firozpur,2020,34,121,4,0,2,0.270222555
Punjab,Firozpur,2021,53,145,11,0,9,0.3366453
Punjab,Firozpur,2022,58,138,5,0,8,0.314242066
Punjab,Firozpur,2023,48,138,3,0,11,0.303050264
Punjab,G R P,2020,5,2,0,0,0,0.069609443
Punjab,G R P,2021,3,5,0,0,0,0.075435895
Punjab,G R P,2022,8,6,0,0,1,0.113257992
Punjab,G R P,2023,3,9,0,0,0,0.087140552
Punjab,Gurdaspur,2020,40,127,4,0,16,0.31072824
Punjab,Gurdaspur,2021,42,144,2,0,12,0.293568444
Punjab,Gurdaspur,2022,35,142,4,0,21,0.315315901
Punjab,Gurdaspur,2023,37,124,1,0,13,0.27614736
Punjab,Hoshiarpur,2020,74,239,8,0,1,0.314411692
Punjab,Hoshiarpur,2021,89,250,5,0,1,0.307489712
Punjab,Hoshiarpur,2022,112,285,7,0,101,0.405399041
Punjab,Hoshiarpur,2023,114,303,5,0,32,0.375301752
Punjab,Intelligence Wing,2020,0,0,0,0,2,0.022472321
Punjab,Intelligence Wing,2021,0,0,0,0,0,0
Punjab,Intelligence Wing,2022,0,0,0,0,0,0
Punjab,Intelligence Wing,2023,0,0,0,0,0,0
Punjab,Jalandhar Rural,2020,87,157,14,0,18,0.37055887
Punjab,Jalandhar Rural,2021,125,214,17,0,47,0.411083757
Punjab,Jalandhar Rural,2022,108,208,17,0,32,0.399176351
Punjab,Jalandhar Rural,2023,114,211,10,0,20,0.37643977
Punjab,Kapurthala,2020,80,168,3,0,12,0.321630858
Punjab,Kapurthala,2021,45,162,5,0,11,0.317603417
Punjab,Kapurthala,2022,66,168,8,0,16,0.347353166
Punjab,Kapurthala,2023,55,147,3,0,12,0.309436748
Punjab,Khanna,2020,24,88,3,0,2,0.247788356
Punjab,Khanna,2021,55,119,4,0,13,0.313010279
Punjab,Khanna,2022,33,100,1,0,3,0.242878455
Punjab,Khanna,2023,77,113,6,0,6,0.316222933
Punjab,Ludhiana Rural,2020,44,89,3,0,2,0.262621833
Punjab,Ludhiana Rural,2021,35,117,4,0,3,0.276041955
Punjab,Ludhiana Rural,2022,70,136,1,0,14,0.29516171
Punjab,Ludhiana Rural,2023,65,99,0,0,6,0.249229144
Punjab,Malerkotla,2020,,,,,,
Punjab,Malerkotla,2021,24,73,2,0,7,0.254774324
Punjab,Malerkotla,2022,31,82,1,0,3,0.236877524
Punjab,Malerkotla,2023,17,68,0,0,2,0.191172252
Punjab,Mansa,2020,61,126,11,0,10,0.338826549
Punjab,Mansa,2021,73,128,14,0,11,0.352215407
Punjab,Mansa,2022,61,117,4,0,2,0.283639352
Punjab,Mansa,2023,62,119,9,0,13,0.337249823
Punjab,Moga,2020,56,95,7,0,22,0.332946458
Punjab,Moga,2021,51,77,5,0,8,0.297871451
Punjab,Moga,2022,57,147,12,0,30,0.364334113
Punjab,Moga,2023,82,150,12,0,22,0.36757667
Punjab,Muktsar,2020,79,170,21,0,15,0.378270927
Punjab,Muktsar,2021,83,135,16,0,22,0.373727128
Punjab,Muktsar,2022,74,140,8,0,12,0.340512699
Punjab,Muktsar,2023,48,75,1,0,5,0.253719716
Punjab,N R I Wing,2020,0,106,0,0,0,0.107069525
Punjab,N R I Wing,2021,0,110,0,0,0,0.107910471
Punjab,N R I Wing,2022,0,48,0,0,0,0.089174109
Punjab,N R I Wing,2023,0,41,0,0,0,0.085642022
Punjab,Pathankot,2020,40,111,4,0,24,0.315557406
Punjab,Pathankot,2021,47,106,2,0,17,0.29598967
Punjab,Pathankot,2022,30,97,3,0,23,0.29786587
Punjab,Pathankot,2023,26,64,1,0,11,0.249535036
Punjab,Patiala,2020,128,340,7,0,14,0.373502458
Punjab,Patiala,2021,185,411,13,0,17,0.407852652
Punjab,Patiala,2022,167,402,7,0,10,0.377537043
Punjab,Patiala,2023,147,381,8,0,9,0.374840254
Punjab,Ropar,2020,42,120,1,0,0,0.224485436
Punjab,Ropar,2021,58,147,3,0,21,0.321492319
Punjab,Ropar,2022,48,111,0,0,0,0.204635439
Punjab,Ropar,2023,58,152,4,0,0,0.265888781
Punjab,S A S Nagar,2020,139,277,0,0,14,0.306896242
Punjab,S A S Nagar,2021,252,442,2,0,33,0.382775947
Punjab,S A S Nagar,2022,172,411,0,0,22,0.329902825
Punjab,S A S Nagar,2023,194,420,0,0,10,0.318279072
Punjab,S B S Nagar,2020,66,121,2,0,12,0.30060992
Punjab,S B S Nagar,2021,41,144,3,0,11,0.300195543
Punjab,S B S Nagar,2022,42,105,3,0,13,0.296753707
Punjab,S B S Nagar,2023,39,82,0,0,3,0.221093163
Punjab,Sangrur,2020,129,262,8,0,41,0.392426353
Punjab,Sangrur,2021,75,178,10,0,15,0.356728011
Punjab,Sangrur,2022,79,162,10,0,22,0.363277923
Punjab,Sangrur,2023,64,171,10,0,39,0.370679396
Punjab,Special Task Force,2020,0,0,0,0,0,0
Punjab,Special Task Force,2021,0,0,0,0,0,0
Punjab,Special Task Force,2022,0,0,0,0,0,0
Punjab,Special Task Force,2023,0,0,0,0,0,0
Punjab,Tarn Taran,2020,80,139,8,0,12,0.342258295
Punjab,Tarn Taran,2021,106,167,12,0,9,0.359282894
Punjab,Tarn Taran,2022,82,127,7,0,9,0.331820666
Punjab,Tarn Taran,2023,104,139,2,0,16,0.320392766
Rajasthan,A T S And S O G,2020,,,,,,
Rajasthan,A T S And S O G,2021,,,,,,
Rajasthan,A T S And S O G,2022,,,,,,
Rajasthan,A T S And S O G,2023,0,0,0,0,0,0
Rajasthan,Ajmer,2020,375,1869,319,27,100,0.68803955
Rajasthan,Ajmer,2021,430,2257,258,37,98,0.697679707
Rajasthan,Ajmer,2022,515,2482,391,44,100,0.722374533
Rajasthan,Ajmer,2023,341,1219,188,19,52,0.636768682
Rajasthan,Alwar,2020,116,1280,324,114,79,0.68706017
Rajasthan,Alwar,2021,176,1685,349,135,106,0.716708964
Rajasthan,Alwar,2022,185,1828,466,158,137,0.738405767
Rajasthan,Alwar,2023,190,1595,464,163,91,0.728412523
Rajasthan,Anupgarh,2020,,,,,,
Rajasthan,Anupgarh,2021,,,,,,
Rajasthan,Anupgarh,2022,,,,,,
Rajasthan,Anupgarh,2023,159,767,183,0,9,0.48558844
Rajasthan,Balotra,2020,,,,,,
Rajasthan,Balotra,2021,,,,,,
Rajasthan,Balotra,2022,,,,,,
Rajasthan,Balotra,2023,86,372,89,46,34,0.569115307
Rajasthan,Banswara,2020,97,533,11,20,2,0.444724127
Rajasthan,Banswara,2021,225,841,13,31,9,0.517453803
Rajasthan,Banswara,2022,261,776,14,28,14,0.526842337
Rajasthan,Banswara,2023,377,857,10,15,22,0.520178424
Rajasthan,Baran,2020,237,903,161,132,5,0.626499879
Rajasthan,Baran,2021,257,968,144,76,22,0.638333099
Rajasthan,Baran,2022,260,870,142,88,12,0.628275301
Rajasthan,Baran,2023,239,851,122,96,27,0.63924419
Rajasthan,Barmer,2020,205,1204,285,107,45,0.68261768
Rajasthan,Barmer,2021,240,1240,314,99,69,0.69651269
Rajasthan,Barmer,2022,221,1113,333,94,95,0.698778347
Rajasthan,Barmer,2023,227,711,173,51,62,0.643050735
Rajasthan,Beawar,2020,,,,,,
Rajasthan,Beawar,2021,,,,,,
Rajasthan,Beawar,2022,,,,,,
Rajasthan,Beawar,2023,133,1098,115,7,5,0.525013299
Rajasthan,Bharatpur,2020,208,1557,441,55,49,0.684927907
Rajasthan,Bharatpur,2021,206,1776,491,56,82,0.70187903
Rajasthan,Bharatpur,2022,236,1937,557,53,72,0.706901811
Rajasthan,Bharatpur,2023,100,1624,363,69,93,0.681264004
Rajasthan,Bhilwara,2020,205,1356,139,32,26,0.618118281
Rajasthan,Bhilwara,2021,250,1869,228,52,43,0.669216885
Rajasthan,Bhilwara,2022,323,2331,302,56,91,0.706415077
Rajasthan,Bhilwara,2023,317,1290,251,70,81,0.69074401
Rajasthan,Bhiwadi,2020,172,988,234,27,67,0.636603392
Rajasthan,Bhiwadi,2021,100,1111,253,19,28,0.601152487
Rajasthan,Bhiwadi,2022,122,1098,275,20,37,0.615267624
Rajasthan,Bhiwadi,2023,83,348,19,8,93,0.492778556
Rajasthan,Bikaner,2020,135,955,242,6,15,0.561123974
Rajasthan,Bikaner,2021,137,1036,271,4,13,0.554336649
Rajasthan,Bikaner,2022,186,1213,322,3,32,0.581842676
Rajasthan,Bikaner,2023,164,1425,384,7,52,0.617601567
Rajasthan,Bundi,2020,107,740,127,92,8,0.593031498
Rajasthan,Bundi,2021,102,834,114,93,4,0.579585129
Rajasthan,Bundi,2022,153,827,125,94,2,0.582034747
Rajasthan,Bundi,2023,151,794,122,89,7,0.598534006
Rajasthan,Chittorgarh,2020,194,974,170,47,2,0.581245911
Rajasthan,Chittorgarh,2021,185,1080,133,47,5,0.58911816
Rajasthan,Chittorgarh,2022,205,1161,160,57,7,0.610320056
Rajasthan,Chittorgarh,2023,112,1097,162,56,3,0.579826845
Rajasthan,Churu,2020,95,730,236,6,7,0.53138973
Rajasthan,Churu,2021,110,883,255,11,3,0.543155085
Rajasthan,Churu,2022,134,898,269,12,14,0.579388715
Rajasthan,Churu,2023,250,869,269,11,22,0.600442475
Rajasthan,Dausa,2020,51,530,131,83,54,0.602292959
Rajasthan,Dausa,2021,47,716,141,111,58,0.619206308
Rajasthan,Dausa,2022,78,768,167,141,51,0.642631606
Rajasthan,Dausa,2023,193,769,160,121,64,0.663799547
Rajasthan,Deeg,2020,,,,,,
Rajasthan,Deeg,2021,,,,,,
Rajasthan,Deeg,2022,,,,,,
Rajasthan,Deeg,2023,94,912,141,11,37,0.567958921
Rajasthan,Dholpur,2020,135,712,250,17,12,0.57851782
Rajasthan,Dholpur,2021,159,743,225,10,4,0.54648253
Rajasthan,Dholpur,2022,176,813,212,24,55,0.622430112
Rajasthan,Dholpur,2023,131,805,220,19,5,0.56390869
Rajasthan,Didwana- Kuchaman,2020,,,,,,
Rajasthan,Didwana- Kuchaman,2021,,,,,,
Rajasthan,Didwana- Kuchaman,2022,,,,,,
Rajasthan,Didwana- Kuchaman,2023,127,665,135,3,3,0.488915833
Rajasthan,Dudu,2020,,,,,,
Rajasthan,Dudu,2021,,,,,,
Rajasthan,Dudu,2022,,,,,,
Rajasthan,Dudu,2023,49,153,42,14,2,0.429048198
Rajasthan,Dungarpur,2020,257,534,10,22,0,0.446261148
Rajasthan,Dungarpur,2021,281,596,16,28,1,0.48526287
Rajasthan,Dungarpur,2022,318,650,14,26,1,0.484384528
Rajasthan,Dungarpur,2023,413,800,22,40,0,0.506671985
Rajasthan,G R P Ajmer,2020,3,8,1,1,1,0.140306554
Rajasthan,G R P Ajmer,2021,7,17,4,0,2,0.189771337
Rajasthan,G R P Ajmer,2022,7,28,3,3,2,0.23400267
Rajasthan,G R P Ajmer,2023,16,17,3,0,0,0.179129998
Rajasthan,G R P Jodhpur,2020,4,5,2,0,0,0.11475894
Rajasthan,G R P Jodhpur,2021,2,3,1,1,0,0.100412394
Rajasthan,G R P Jodhpur,2022,4,11,1,1,0,0.138253912
Rajasthan,G R P Jodhpur,2023,2,11,3,1,0,0.146903587
Rajasthan,Ganganagar,2020,230,1389,367,1,48,0.582199813
Rajasthan,Ganganagar,2021,297,1391,351,3,37,0.602064542
Rajasthan,Ganganagar,2022,329,1651,481,1,30,0.593937082
Rajasthan,Ganganagar,2023,265,1037,293,3,48,0.592186219
Rajasthan,Gangapur City,2020,,,,,,
Rajasthan,Gangapur City,2021,,,,,,
Rajasthan,Gangapur City,2022,,,,,,
Rajasthan,Gangapur City,2023,69,599,79,51,46,0.579951961
Rajasthan,Hanumangarh,2020,182,1040,312,2,12,0.549426028
Rajasthan,Hanumangarh,2021,211,1159,274,2,6,0.538910903
Rajasthan,Hanumangarh,2022,265,1383,339,4,38,0.605045102
Rajasthan,Hanumangarh,2023,323,1315,382,4,48,0.617114349
Rajasthan,Jaipur Crime,2020,0,0,0,0,5,0.036650777
Rajasthan,Jaipur Crime,2021,0,0,0,0,32,0.071521719
Rajasthan,Jaipur Crime,2022,0,0,0,0,36,0.073862004
Rajasthan,Jaipur Crime,2023,0,0,0,0,228,0.111147804
Rajasthan,Jaipur East,2020,143,577,53,44,61,0.586373431
Rajasthan,Jaipur East,2021,203,726,105,55,70,0.630119317
Rajasthan,Jaipur East,2022,284,895,98,83,82,0.656042064
Rajasthan,Jaipur East,2023,333,1051,131,88,100,0.678192641
Rajasthan,Jaipur Metro,2020,0,0,0,0,0,0
Rajasthan,Jaipur Metro,2021,0,0,0,0,0,0
Rajasthan,Jaipur Metro,2022,0,0,0,0,0,0
Rajasthan,Jaipur Metro,2023,0,0,0,0,0,0
Rajasthan,Jaipur North,2020,183,473,29,22,34,0.538686996
Rajasthan,Jaipur North,2021,148,569,46,13,37,0.538786558
Rajasthan,Jaipur North,2022,204,634,57,27,42,0.578253532
Rajasthan,Jaipur North,2023,245,781,76,35,58,0.610013852
Rajasthan,Jaipur Rural,2020,147,735,165,78,124,0.657778092
Rajasthan,Jaipur Rural,2021,141,928,209,101,56,0.660659947
Rajasthan,Jaipur Rural,2022,224,1165,291,112,69,0.694589847
Rajasthan,Jaipur Rural,2023,127,611,142,55,28,0.605507767
Rajasthan,Jaipur South,2020,185,574,71,39,49,0.593636665
Rajasthan,Jaipur South,2021,169,653,90,58,56,0.61549972
Rajasthan,Jaipur South,2022,179,839,90,43,91,0.62394554
Rajasthan,Jaipur South,2023,219,902,141,52,107,0.652936791
Rajasthan,Jaipur West,2020,180,745,82,29,43,0.59234901
Rajasthan,Jaipur West,2021,208,879,120,29,59,0.617639198
Rajasthan,Jaipur West,2022,313,1109,136,61,59,0.657907688
Rajasthan,Jaipur West,2023,300,1138,141,53,58,0.654205924
Rajasthan,Jaisalmer,2020,49,249,108,33,25,0.536639863
