State,District,Year,Crimes Against Children (Cases),Crimes Against Women (Cases),Crimes Against SC Communities (Cases),Crimes Against ST Communities (Cases),Cybercrime Cases,Vulnerability Score
Gujarat,Gir Somnath,2021,43,73,25,2,1,0.338685874
Gujarat,Gir Somnath,2022,73,90,28,2,3,0.373854413
Gujarat,Gir Somnath,2023,45,61,20,0,6,0.322959882
Gujarat,Jamnagar,2020,85,137,25,2,15,0.412120805
Gujarat,Jamnagar,2021,104,127,32,1,8,0.39916317
Gujarat,Jamnagar,2022,118,135,30,1,19,0.418067143
Gujarat,Jamnagar,2023,101,141,41,2,15,0.431756891
Gujarat,Junagadh,2020,106,312,70,2,13,0.464469627
Gujarat,Junagadh,2021,81,180,39,1,5,0.398592841
Gujarat,Junagadh,2022,79,206,34,0,4,0.373136345
Gujarat,Junagadh,2023,74,214,19,0,11,0.37310092
Gujarat,Kachchh East( G),2020,90,160,78,4,4,0.442243371
Gujarat,Kachchh East( G),2021,83,152,69,4,6,0.442253039
Gujarat,Kachchh East( G),2022,114,175,19,0,19,0.389564649
Gujarat,Kachchh East( G),2023,112,179,69,2,23,0.463735083
Gujarat,Kachchh West( B),2020,62,151,44,2,37,0.441181974
Gujarat,Kachchh West( B),2021,103,179,24,0,8,0.378115476
Gujarat,Kachchh West( B),2022,86,165,69,1,38,0.45357818
Gujarat,Kachchh West( B),2023,83,164,61,3,22,0.458118389
Gujarat,Kheda,2020,118,212,50,3,3,0.430820283
Gujarat,Kheda,2021,89,180,18,0,8,0.366216131
Gujarat,Kheda,2022,126,216,66,5,38,0.49958238
Gujarat,Kheda,2023,130,210,57,7,129,0.528235226
Gujarat,Mahisagar,2020,56,102,5,4,7,0.350741232
Gujarat,Mahisagar,2021,74,93,6,2,2,0.325329738
Gujarat,Mahisagar,2022,85,88,3,4,3,0.330945216
Gujarat,Mahisagar,2023,52,105,18,2,9,0.374810229
Gujarat,Mehsana,2020,97,164,38,0,10,0.392429557
Gujarat,Mehsana,2021,133,200,36,0,8,0.398987247
Gujarat,Mehsana,2022,134,223,44,1,17,0.441936104
Gujarat,Mehsana,2023,148,220,58,2,23,0.470037841
Gujarat,Morbi,2020,68,82,23,1,3,0.352442675
Gujarat,Morbi,2021,71,84,27,4,0,0.356976507
Gujarat,Morbi,2022,70,100,29,0,13,0.370053987
Gujarat,Morbi,2023,102,142,36,5,10,0.440680081
Gujarat,Narmada,2020,37,61,1,11,9,0.325196146
Gujarat,Narmada,2021,55,72,0,18,7,0.325986852
Gujarat,Narmada,2022,46,60,1,12,5,0.321965339
Gujarat,Narmada,2023,49,55,3,11,4,0.336810174
Gujarat,Navsari,2020,48,62,4,9,8,0.352611636
Gujarat,Navsari,2021,36,42,1,8,7,0.303250287
Gujarat,Navsari,2022,43,55,2,9,15,0.343301758
Gujarat,Navsari,2023,29,30,0,7,15,0.27999895
Gujarat,Panchmahal,2020,96,180,26,19,3,0.44909192
Gujarat,Panchmahal,2021,76,189,15,29,5,0.448426006
Gujarat,Panchmahal,2022,182,216,9,39,7,0.472704402
Gujarat,Panchmahal,2023,171,199,14,32,39,0.509115782
Gujarat,Patan,2020,72,204,47,3,14,0.442996146
Gujarat,Patan,2021,83,151,27,4,22,0.438254489
Gujarat,Patan,2022,78,131,29,4,19,0.432763029
Gujarat,Patan,2023,81,142,39,2,20,0.430566731
Gujarat,Porbandar,2020,21,55,30,1,4,0.327513846
Gujarat,Porbandar,2021,31,38,29,3,1,0.328848551
Gujarat,Porbandar,2022,42,62,28,1,8,0.356805069
Gujarat,Porbandar,2023,46,58,28,0,10,0.341529492
Gujarat,Rajkot City,2020,124,212,37,2,18,0.446527435
Gujarat,Rajkot City,2021,128,242,44,1,31,0.45444328
Gujarat,Rajkot City,2022,127,345,65,12,38,0.53240675
Gujarat,Rajkot City,2023,199,381,85,4,55,0.533599324
Gujarat,Rajkot Rural,2020,117,282,62,6,10,0.480527709
Gujarat,Rajkot Rural,2021,125,209,71,4,10,0.4696766
Gujarat,Rajkot Rural,2022,99,200,56,7,13,0.474307063
Gujarat,Rajkot Rural,2023,110,196,51,2,21,0.454437938
Gujarat,Sabarkantha,2020,59,136,20,6,11,0.415122198
Gujarat,Sabarkantha,2021,126,209,25,11,47,0.494048065
Gujarat,Sabarkantha,2022,104,186,31,16,61,0.508385583
Gujarat,Sabarkantha,2023,103,175,19,6,28,0.45105235
Gujarat,Surat City,2020,419,633,20,12,204,0.574476506
Gujarat,Surat City,2021,479,622,22,19,296,0.600249749
Gujarat,Surat City,2022,540,797,34,16,371,0.621699106
Gujarat,Surat City,2023,550,869,38,18,397,0.632065477
Gujarat,Surat Rural,2020,96,117,11,19,22,0.450128581
Gujarat,Surat Rural,2021,82,114,10,22,7,0.425444411
Gujarat,Surat Rural,2022,120,162,12,24,18,0.468033041
Gujarat,Surat Rural,2023,148,164,9,20,117,0.497710062
Gujarat,Surendranagar,2020,65,111,61,1,20,0.421315694
Gujarat,Surendranagar,2021,88,121,55,6,24,0.467423747
Gujarat,Surendranagar,2022,94,123,50,4,10,0.439995587
Gujarat,Surendranagar,2023,85,113,42,7,6,0.434725255
Gujarat,Tapi,2020,28,27,0,5,4,0.244698237
Gujarat,Tapi,2021,32,29,1,1,6,0.245853489
Gujarat,Tapi,2022,21,18,0,2,1,0.190135895
Gujarat,Tapi,2023,29,27,0,4,14,0.262728753
Gujarat,Vadodara City,2020,125,354,42,10,57,0.522705066
Gujarat,Vadodara City,2021,112,238,33,15,54,0.513485977
Gujarat,Vadodara City,2022,108,218,33,9,55,0.497340429
Gujarat,Vadodara City,2023,144,300,50,11,61,0.531540518
Gujarat,Vadodara Rural,2020,151,190,19,27,37,0.508033297
Gujarat,Vadodara Rural,2021,168,190,32,38,18,0.521486753
Gujarat,Vadodara Rural,2022,143,133,41,37,15,0.512544671
Gujarat,Vadodara Rural,2023,150,146,18,27,4,0.458806249
Gujarat,Valsad,2020,140,82,0,4,14,0.326007552
Gujarat,Valsad,2021,114,119,2,5,24,0.378920053
Gujarat,Valsad,2022,103,82,2,10,14,0.375092727
Gujarat,Valsad,2023,103,91,1,7,17,0.359483645
Gujarat,W Rly Ahmedabad,2020,3,5,3,0,0,0.118072805
Gujarat,W Rly Ahmedabad,2021,10,6,0,1,2,0.14661185
Gujarat,W Rly Ahmedabad,2022,5,4,2,0,1,0.129281506
Gujarat,W Rly Ahmedabad,2023,4,6,0,0,0,0.084502076
Gujarat,W Rly Vadodara,2020,5,5,0,1,1,0.119753367
Gujarat,W Rly Vadodara,2021,5,7,0,0,0,0.092083393
Gujarat,W Rly Vadodara,2022,10,10,2,2,2,0.202505175
Gujarat,W Rly Vadodara,2023,10,14,0,1,1,0.155781062
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Haryana,Ambala,2020,154,553,14,0,17,0.412238465
Haryana,Ambala,2021,214,649,25,0,12,0.434275913
Haryana,Ambala,2022,244,817,51,0,28,0.480513493
Haryana,Ambala,2023,283,765,35,0,15,0.459197395
Haryana,Bhiwani,2020,184,558,97,0,28,0.484314417
Haryana,Bhiwani,2021,181,778,88,0,15,0.476385356
Haryana,Bhiwani,2022,176,771,72,0,11,0.463507934
Haryana,Bhiwani,2023,206,535,61,0,7,0.44571395
Haryana,Charkhi Dadri,2020,42,122,17,0,5,0.329089751
Haryana,Charkhi Dadri,2021,74,205,20,0,0,0.322792468
Haryana,Charkhi Dadri,2022,83,222,34,0,3,0.371487883
Haryana,Charkhi Dadri,2023,66,240,39,0,4,0.376329849
Haryana,Faridabad,2020,499,1107,61,0,39,0.517145751
Haryana,Faridabad,2021,746,1303,57,0,47,0.532512488
Haryana,Faridabad,2022,760,1317,74,0,47,0.541123366
Haryana,Faridabad,2023,780,1424,87,0,49,0.549306593
Haryana,Fatehabad,2020,140,260,48,0,1,0.384108638
Haryana,Fatehabad,2021,192,320,51,0,10,0.433334087
Haryana,Fatehabad,2022,181,388,80,0,10,0.449912444
Haryana,Fatehabad,2023,220,350,90,0,24,0.47274594
Haryana,G R P,2020,7,5,1,0,1,0.12812327
Haryana,G R P,2021,13,16,4,0,0,0.179868139
Haryana,G R P,2022,15,25,5,0,3,0.226879635
Haryana,G R P,2023,20,20,4,0,0,0.194765686
Haryana,Gurgaon,2020,425,1104,50,0,226,0.542616075
Haryana,Gurgaon,2021,584,1324,66,0,119,0.549995405
Haryana,Gurgaon,2022,604,1360,56,0,168,0.55347591
Haryana,Gurgaon,2023,695,1370,44,0,319,0.562907408
Haryana,Hansi,2020,79,184,57,0,13,0.407157521
Haryana,Hansi,2021,119,271,64,0,15,0.432280993
Haryana,Hansi,2022,102,285,59,0,10,0.419516173
Haryana,Hansi,2023,110,272,71,0,10,0.425912852
Haryana,Hisar,2020,232,608,151,0,27,0.504779854
Haryana,Hisar,2021,305,990,342,0,50,0.559991686
Haryana,Hisar,2022,319,935,319,0,61,0.561653159
Haryana,Hisar,2023,330,783,248,0,61,0.550715278
Haryana,Irrigation And Power,2020,0,0,0,0,0,0
Haryana,Irrigation And Power,2021,0,0,0,0,0,0
Haryana,Irrigation And Power,2022,0,0,0,0,0,0
Haryana,Irrigation And Power,2023,0,0,0,0,0,0
Haryana,Jhajjar,2020,158,485,40,0,7,0.424207868
Haryana,Jhajjar,2021,151,853,76,0,16,0.470809968
Haryana,Jhajjar,2022,206,660,60,0,26,0.474898497
Haryana,Jhajjar,2023,179,575,49,0,11,0.445574808
Haryana,Jind,2020,158,408,53,0,8,0.431135341
Haryana,Jind,2021,190,532,67,0,32,0.47541764
Haryana,Jind,2022,191,551,47,0,8,0.439060111
Haryana,Jind,2023,198,550,51,0,7,0.439959182
Haryana,Kaithal,2020,127,549,39,0,40,0.45433085
Haryana,Kaithal,2021,153,566,68,0,30,0.470664595
Haryana,Kaithal,2022,147,484,52,0,16,0.445696897
Haryana,Kaithal,2023,166,478,62,0,16,0.453723079
Haryana,Karnal,2020,305,788,47,0,45,0.492175371
Haryana,Karnal,2021,424,1118,100,0,29,0.522465466
Haryana,Karnal,2022,378,1051,90,0,25,0.51207596
Haryana,Karnal,2023,487,1086,90,0,34,0.525175286
Haryana,Kurukshetra,2020,100,716,102,0,9,0.454759531
Haryana,Kurukshetra,2021,181,815,111,0,12,0.48027096
Haryana,Kurukshetra,2022,235,853,79,0,35,0.498244197
Haryana,Kurukshetra,2023,209,711,76,0,28,0.485584106
Haryana,Mahendragarh,2020,72,302,55,0,15,0.417843592
Haryana,Mahendragarh,2021,75,364,56,0,14,0.422332258
Haryana,Mahendragarh,2022,69,318,57,0,16,0.420301288
Haryana,Mahendragarh,2023,100,362,44,0,12,0.419061798
Haryana,Nuh,2020,142,351,32,0,14,0.420368507
Haryana,Nuh,2021,121,386,19,0,8,0.392750718
Haryana,Nuh,2022,241,428,23,0,23,0.437768394
Haryana,Nuh,2023,164,388,23,0,11,0.411848812
Haryana,Palwal,2020,129,365,47,0,37,0.449436338
Haryana,Palwal,2021,179,603,66,0,91,0.497328577
Haryana,Palwal,2022,278,763,103,0,59,0.518361944
Haryana,Palwal,2023,180,661,88,0,57,0.498862992
Haryana,Panchkula,2020,69,260,8,0,10,0.349493564
Haryana,Panchkula,2021,195,377,18,0,14,0.412840819
Haryana,Panchkula,2022,168,398,20,0,17,0.417211421
Haryana,Panchkula,2023,205,413,14,0,14,0.40888901
Haryana,Panipat,2020,386,840,41,0,29,0.486611634
Haryana,Panipat,2021,601,1331,38,0,29,0.505826614
Haryana,Panipat,2022,697,1271,67,0,22,0.520103741
Haryana,Panipat,2023,623,1026,54,0,23,0.50676704
Haryana,Rewari,2020,111,563,45,0,17,0.439054943
Haryana,Rewari,2021,127,474,68,0,10,0.440828297
Haryana,Rewari,2022,144,504,61,0,18,0.453213922
Haryana,Rewari,2023,230,621,79,0,10,0.466197676
Haryana,Rohtak,2020,250,786,65,0,24,0.484524922
Haryana,Rohtak,2021,290,815,56,0,23,0.483677373
Haryana,Rohtak,2022,276,708,58,0,28,0.484165544
Haryana,Rohtak,2023,327,721,51,0,14,0.471403786
Haryana,Sirsa,2020,163,529,48,0,2,0.412380762
Haryana,Sirsa,2021,153,579,48,0,1,0.404592248
Haryana,Sirsa,2022,165,644,53,0,2,0.420169293
Haryana,Sirsa,2023,218,603,57,0,6,0.44506572
Haryana,Sonipat,2020,168,794,32,0,15,0.444499341
Haryana,Sonipat,2021,154,1060,36,0,11,0.446602288
Haryana,Sonipat,2022,160,1117,51,0,19,0.469659338
Haryana,Sonipat,2023,112,960,72,0,0,0.4065669
Haryana,Yamunanagar,2020,238,763,60,0,27,0.482525512
Haryana,Yamunanagar,2021,278,929,84,0,34,0.505637082
Haryana,Yamunanagar,2022,299,873,62,0,26,0.491493582
Haryana,Yamunanagar,2023,293,844,50,0,19,0.477581641
Himachal Pradesh,Baddi,2020,41,78,5,0,9,0.295021747
Himachal Pradesh,Baddi,2021,62,109,4,3,5,0.3367725
Himachal Pradesh,Baddi,2022,51,91,6,1,3,0.309890531
Himachal Pradesh,Baddi,2023,44,91,5,2,4,0.317876153
Himachal Pradesh,Bilaspur,2020,41,120,18,0,2,0.315614983
Himachal Pradesh,Bilaspur,2021,40,107,19,0,1,0.305696762
Himachal Pradesh,Bilaspur,2022,32,94,14,0,2,0.29682062
Himachal Pradesh,Bilaspur,2023,34,96,13,1,2,0.316718568
Himachal Pradesh,C I D,2020,0,0,0,0,0,0
Himachal Pradesh,C I D,2021,0,0,0,0,0,0
Himachal Pradesh,C I D,2022,0,0,0,0,0,0
Himachal Pradesh,C I D,2023,0,0,0,0,0,0
Himachal Pradesh,Chamba,2020,46,97,4,1,1,0.284303913
Himachal Pradesh,Chamba,2021,38,111,2,0,1,0.246941896
Himachal Pradesh,Chamba,2022,43,102,1,1,1,0.255626847
Himachal Pradesh,Chamba,2023,37,78,3,2,0,0.264800492
Himachal Pradesh,Cyber,2020,0,0,0,0,6,0.039803958
Himachal Pradesh,Cyber,2021,0,0,0,0,4,0.032921355
Himachal Pradesh,Cyber,2022,0,0,0,0,7,0.042535367
Himachal Pradesh,Cyber,2023,1,0,0,0,85,0.108304975
Himachal Pradesh,G R P,2020,0,1,0,0,0,0.015882229
Himachal Pradesh,G R P,2021,0,0,0,0,0,0
Himachal Pradesh,G R P,2022,0,0,0,0,0,0
Himachal Pradesh,G R P,2023,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2020,26,86,15,0,3,0.297697759
Himachal Pradesh,Hamirpur,2021,36,115,24,0,2,0.319945106
Himachal Pradesh,Hamirpur,2022,30,99,37,0,3,0.330918798
Himachal Pradesh,Hamirpur,2023,40,122,50,0,1,0.337467211
Himachal Pradesh,Kangra,2020,87,261,41,1,8,0.418613049
Himachal Pradesh,Kangra,2021,101,262,38,1,5,0.411788667
Himachal Pradesh,Kangra,2022,108,283,30,0,6,0.391204149
Himachal Pradesh,Kangra,2023,81,222,19,1,4,0.378326373
Himachal Pradesh,Kinnaur,2020,10,20,3,0,0,0.171865937
Himachal Pradesh,Kinnaur,2021,18,17,1,0,0,0.160570005
Himachal Pradesh,Kinnaur,2022,23,34,3,0,2,0.225391312
Himachal Pradesh,Kinnaur,2023,22,41,2,0,5,0.233843879
Himachal Pradesh,Kullu,2020,51,131,17,1,14,0.374247159
Himachal Pradesh,Kullu,2021,40,80,19,1,18,0.365238877
Himachal Pradesh,Kullu,2022,71,111,14,1,23,0.382559644
Himachal Pradesh,Kullu,2023,55,94,10,1,8,0.342952697
Himachal Pradesh,Lahul And Spiti,2020,0,2,0,0,0,0.025172738
Himachal Pradesh,Lahul And Spiti,2021,4,4,0,0,0,0.076792416
Himachal Pradesh,Lahul And Spiti,2022,0,3,0,1,0,0.051847698
Himachal Pradesh,Lahul And Spiti,2023,1,2,0,0,1,0.056541658
Himachal Pradesh,Mandi,2020,100,277,79,0,16,0.436132278
Himachal Pradesh,Mandi,2021,105,259,71,0,7,0.417137794
Himachal Pradesh,Mandi,2022,99,226,51,0,7,0.402573942
Himachal Pradesh,Mandi,2023,105,249,51,0,1,0.377873509
Himachal Pradesh,Nurpur,2020,,,,,,
Himachal Pradesh,Nurpur,2021,,,,,,
Himachal Pradesh,Nurpur,2022,,,,,,
Himachal Pradesh,Nurpur,2023,28,80,15,0,2,0.291948039
Himachal Pradesh,Shimla,2020,109,238,29,0,18,0.406894476
Himachal Pradesh,Shimla,2021,111,190,29,1,4,0.394979972
Himachal Pradesh,Shimla,2022,85,147,18,0,17,0.374655013
Himachal Pradesh,Shimla,2023,93,169,24,0,7,0.371889275
Himachal Pradesh,Sirmaur,2020,64,129,9,0,8,0.330821168
Himachal Pradesh,Sirmaur,2021,87,171,6,0,15,0.345548559
Himachal Pradesh,Sirmaur,2022,76,159,8,0,1,0.305773868
Himachal Pradesh,Sirmaur,2023,67,143,8,0,2,0.308570927
Himachal Pradesh,Solan,2020,32,78,8,0,6,0.294215427
Himachal Pradesh,Solan,2021,49,97,12,0,4,0.313885857
Himachal Pradesh,Solan,2022,70,86,7,0,3,0.300357588
Himachal Pradesh,Solan,2023,48,97,6,0,1,0.275602731
Himachal Pradesh,Una,2020,29,96,23,0,7,0.329452739
Himachal Pradesh,Una,2021,49,77,19,1,4,0.341988129
Himachal Pradesh,Una,2022,52,116,21,0,2,0.325122831
Himachal Pradesh,Una,2023,48,120,23,0,4,0.337072111
Jammu And Kashmir,Anantnag,2020,52,254,0,0,9,0.272533575
Jammu And Kashmir,Anantnag,2021,54,218,0,0,3,0.251222118
Jammu And Kashmir,Anantnag,2022,56,232,0,0,3,0.253527805
Jammu And Kashmir,Anantnag,2023,52,272,0,0,3,0.255353546
Jammu And Kashmir,Anti Narcotic Task Force Jammu,2020,,,,,,
Jammu And Kashmir,Anti Narcotic Task Force Jammu,2021,0,0,0,0,0,0
Jammu And Kashmir,Anti Narcotic Task Force Jammu,2022,0,0,0,0,0,0
Jammu And Kashmir,Anti Narcotic Task Force Jammu,2023,0,0,0,0,0,0
Jammu And Kashmir,Anti Narcotic Task Force Kashmir,2020,,,,,,
Jammu And Kashmir,Anti Narcotic Task Force Kashmir,2021,,,,,,
Jammu And Kashmir,Anti Narcotic Task Force Kashmir,2022,0,0,0,0,0,0
Jammu And Kashmir,Anti Narcotic Task Force Kashmir,2023,0,0,0,0,0,0
Jammu And Kashmir,Awantipora,2020,4,43,0,0,0,0.126622966
Jammu And Kashmir,Awantipora,2021,11,79,0,0,0,0.16203348
Jammu And Kashmir,Awantipora,2022,9,98,0,0,0,0.162394447
Jammu And Kashmir,Awantipora,2023,3,81,0,0,0,0.135353027
Jammu And Kashmir,Bandipore,2020,1,69,0,0,0,0.114537142
Jammu And Kashmir,Bandipore,2021,12,103,0,0,0,0.170030196
Jammu And Kashmir,Bandipore,2022,9,83,0,0,2,0.181102057
Jammu And Kashmir,Bandipore,2023,14,111,0,0,2,0.197749555
Jammu And Kashmir,Baramula,2020,9,228,0,0,5,0.218260294
Jammu And Kashmir,Baramula,2021,40,239,0,0,5,0.254328631
Jammu And Kashmir,Baramula,2022,39,183,0,0,1,0.225155805
Jammu And Kashmir,Baramula,2023,44,166,0,0,0,0.211677188
Jammu And Kashmir,Budgam,2020,29,335,0,0,4,0.250561791
Jammu And Kashmir,Budgam,2021,31,353,0,0,3,0.248793684
Jammu And Kashmir,Budgam,2022,22,279,0,0,0,0.206873266
Jammu And Kashmir,Budgam,2023,29,269,0,0,0,0.212629563
Jammu And Kashmir,C I C E Jammu,2020,,,,,,
Jammu And Kashmir,C I C E Jammu,2021,,,,,,
Jammu And Kashmir,C I C E Jammu,2022,0,0,0,0,6,0.039803958
Jammu And Kashmir,C I C E Jammu,2023,0,0,0,0,20,0.062276278
Jammu And Kashmir,C I C E Kashmir,2020,,,,,,
Jammu And Kashmir,C I C E Kashmir,2021,,,,,,
Jammu And Kashmir,C I C E Kashmir,2022,0,0,0,0,6,0.039803958
Jammu And Kashmir,C I C E Kashmir,2023,0,0,0,0,8,0.044944641
Jammu And Kashmir,Crime Jammu,2020,0,0,0,0,0,0
Jammu And Kashmir,Crime Jammu,2021,0,0,0,0,10,0.049049398
Jammu And Kashmir,Crime Jammu,2022,,,,,,
Jammu And Kashmir,Crime Jammu,2023,,,,,,
Jammu And Kashmir,Crime Srinagar,2020,0,0,0,0,3,0.028356912
Jammu And Kashmir,Crime Srinagar,2021,0,0,0,0,9,0.047099811
Jammu And Kashmir,Crime Srinagar,2022,,,,,,
Jammu And Kashmir,Crime Srinagar,2023,,,,,,
Jammu And Kashmir,Cyber Crime Jammu,2020,,,,,,
Jammu And Kashmir,Cyber Crime Jammu,2021,2,3,0,0,39,0.134467422
Jammu And Kashmir,Cyber Crime Jammu,2022,1,8,0,0,60,0.151624637
Jammu And Kashmir,Cyber Crime Jammu,2023,0,0,0,0,64,0.085387876
Jammu And Kashmir,Cyber Crime Kashmir,2020,,,,,,
Jammu And Kashmir,Cyber Crime Kashmir,2021,1,2,0,0,27,0.110524071
Jammu And Kashmir,Cyber Crime Kashmir,2022,0,14,0,0,56,0.144751505
Jammu And Kashmir,Cyber Crime Kashmir,2023,2,30,0,0,40,0.181891737
Jammu And Kashmir,Doda,2020,0,82,2,0,0,0.13503879
Jammu And Kashmir,Doda,2021,11,119,1,0,1,0.2068209
Jammu And Kashmir,Doda,2022,6,108,0,0,0,0.155753589
Jammu And Kashmir,Doda,2023,16,91,2,0,0,0.207663041
Jammu And Kashmir,E O W Jammu,2020,,,,,,
Jammu And Kashmir,E O W Jammu,2021,,,,,,
Jammu And Kashmir,E O W Jammu,2022,1,1,0,0,7,0.075608061
Jammu And Kashmir,E O W Jammu,2023,0,0,0,0,6,0.039803958
Jammu And Kashmir,E O W Kashmir,2020,,,,,,
Jammu And Kashmir,E O W Kashmir,2021,,,,,,
Jammu And Kashmir,E O W Kashmir,2022,0,0,0,0,5,0.036650777
Jammu And Kashmir,E O W Kashmir,2023,0,0,0,0,2,0.022472321
Jammu And Kashmir,Ganderbal,2020,40,119,0,0,4,0.23471698
Jammu And Kashmir,Ganderbal,2021,33,126,0,0,4,0.231373094
Jammu And Kashmir,Ganderbal,2022,44,166,0,0,0,0.211677188
Jammu And Kashmir,Ganderbal,2023,27,154,0,0,0,0.198201738
Jammu And Kashmir,Handwara,2020,9,70,0,0,1,0.168955635
Jammu And Kashmir,Handwara,2021,30,73,0,0,1,0.197963351
Jammu And Kashmir,Handwara,2022,20,83,0,0,0,0.177030226
Jammu And Kashmir,Handwara,2023,2,70,0,0,0,0.124917935
Jammu And Kashmir,Jammu,2020,100,313,0,0,25,0.31283979
Jammu And Kashmir,Jammu,2021,138,433,0,0,8,0.306475507
Jammu And Kashmir,Jammu,2022,182,431,4,1,9,0.384928468
Jammu And Kashmir,Jammu,2023,170,455,11,0,8,0.389172814
Jammu And Kashmir,Kathua,2020,46,125,1,0,4,0.260540529
Jammu And Kashmir,Kathua,2021,49,108,4,0,6,0.293818239
Jammu And Kashmir,Kathua,2022,46,92,1,0,1,0.23483929
Jammu And Kashmir,Kathua,2023,56,136,1,0,3,0.262678025
Jammu And Kashmir,Kishtwar,2020,8,40,1,0,11,0.211730038
Jammu And Kashmir,Kishtwar,2021,16,50,1,0,9,0.228774408
Jammu And Kashmir,Kishtwar,2022,18,42,0,0,0,0.159205026
Jammu And Kashmir,Kishtwar,2023,36,66,3,0,1,0.242711305
Jammu And Kashmir,Kulgam,2020,11,271,0,0,0,0.190074108
Jammu And Kashmir,Kulgam,2021,10,278,0,0,0,0.188498392
Jammu And Kashmir,Kulgam,2022,11,200,0,0,0,0.183142926
Jammu And Kashmir,Kulgam,2023,4,205,0,0,0,0.161993785
Jammu And Kashmir,Kupwara,2020,9,207,0,0,0,0.179405635
Jammu And Kashmir,Kupwara,2021,15,265,0,0,0,0.196697699
Jammu And Kashmir,Kupwara,2022,30,145,0,0,0,0.199355376
Jammu And Kashmir,Kupwara,2023,19,143,0,0,0,0.188170342
Jammu And Kashmir,Poonch,2020,34,123,0,0,8,0.243567537
Jammu And Kashmir,Poonch,2021,55,154,0,1,5,0.272126218
Jammu And Kashmir,Poonch,2022,48,133,0,0,1,0.222923172
Jammu And Kashmir,Poonch,2023,46,111,0,0,9,0.250701742
Jammu And Kashmir,Pulwama,2020,10,55,0,0,14,0.207096653
Jammu And Kashmir,Pulwama,2021,21,98,0,0,0,0.181948661
Jammu And Kashmir,Pulwama,2022,13,116,0,0,0,0.174566906
Jammu And Kashmir,Pulwama,2023,10,108,0,0,0,0.16696309
Jammu And Kashmir,Railways Jammu,2020,0,0,0,0,0,0
Jammu And Kashmir,Railways Jammu,2021,0,0,0,0,0,0
Jammu And Kashmir,Railways Jammu,2022,0,0,0,0,0,0
Jammu And Kashmir,Railways Jammu,2023,0,0,0,0,0,0
Jammu And Kashmir,Railways Kashmir,2020,0,0,0,0,0,0
Jammu And Kashmir,Railways Kashmir,2021,0,0,0,0,0,0
Jammu And Kashmir,Railways Kashmir,2022,1,1,0,0,0,0.033072693
Jammu And Kashmir,Railways Kashmir,2023,0,0,0,0,0,0
Jammu And Kashmir,Railways Katra,2020,0,0,0,0,0,0
Jammu And Kashmir,Railways Katra,2021,0,0,0,0,0,0
Jammu And Kashmir,Railways Katra,2022,0,1,0,0,0,0.015882229
Jammu And Kashmir,Railways Katra,2023,0,1,0,0,0,0.015882229
Jammu And Kashmir,Rajouri,2020,30,184,0,0,10,0.253829459
Jammu And Kashmir,Rajouri,2021,52,219,0,0,9,0.26915076
Jammu And Kashmir,Rajouri,2022,60,306,1,0,4,0.287412421
Jammu And Kashmir,Rajouri,2023,77,236,1,0,2,0.277130585
Jammu And Kashmir,Ramban,2020,10,63,0,0,2,0.177234931
Jammu And Kashmir,Ramban,2021,19,85,0,0,7,0.218894727
Jammu And Kashmir,Ramban,2022,22,64,0,0,3,0.201767667
Jammu And Kashmir,Ramban,2023,18,73,3,0,4,0.247202072
Jammu And Kashmir,Reasi,2020,23,51,0,0,4,0.202274678
Jammu And Kashmir,Reasi,2021,35,65,1,0,2,0.228662639
Jammu And Kashmir,Reasi,2022,56,85,1,0,1,0.237830407
Jammu And Kashmir,Reasi,2023,40,77,1,0,0,0.213243459
Jammu And Kashmir,Samba,2020,24,59,0,0,3,0.202001545
Jammu And Kashmir,Samba,2021,29,54,0,0,0,0.176172607
Jammu And Kashmir,Samba,2022,36,46,0,0,1,0.19195063
Jammu And Kashmir,Samba,2023,25,64,1,0,1,0.211948277
Jammu And Kashmir,Shopian,2020,39,151,0,0,3,0.234956572
Jammu And Kashmir,Shopian,2021,21,116,0,0,0,0.185776406
Jammu And Kashmir,Shopian,2022,9,82,0,0,0,0.158355323
Jammu And Kashmir,Shopian,2023,30,90,0,0,0,0.18852322
Jammu And Kashmir,Sopore,2020,45,159,0,0,1,0.22541959
Jammu And Kashmir,Sopore,2021,35,185,0,0,2,0.231084379
Jammu And Kashmir,Sopore,2022,21,126,0,0,0,0.187655591
Jammu And Kashmir,Sopore,2023,21,124,0,0,0,0.187291882
Jammu And Kashmir,Special Crime Wing Jammu,2020,,,,,,
Jammu And Kashmir,Special Crime Wing Jammu,2021,,,,,,
Jammu And Kashmir,Special Crime Wing Jammu,2022,0,0,0,0,0,0
Jammu And Kashmir,Special Crime Wing Jammu,2023,0,0,0,0,1,0.014178456
Jammu And Kashmir,Special Crime Wing Kashmir,2020,,,,,,
Jammu And Kashmir,Special Crime Wing Kashmir,2021,,,,,,
Jammu And Kashmir,Special Crime Wing Kashmir,2022,0,0,0,0,1,0.014178456
Jammu And Kashmir,Special Crime Wing Kashmir,2023,0,2,0,0,0,0.025172738
Jammu And Kashmir,Srinagar,2020,47,294,0,0,2,0.248787298
Jammu And Kashmir,Srinagar,2021,81,367,0,0,4,0.277583789
