district,state,year,pop_density
UttarPradesh,Mirzapur,2010,611.31
UttarPradesh,Moradabad,2010,1429.93
UttarPradesh,Muzaffarnagar,2010,1089.79
UttarPradesh,Pilibhit,2010,579.44
UttarPradesh,Pratapgarh,2010,240.05
UttarPradesh,Pratapgarh,2010,914.33
UttarPradesh,RaeBareli,2010,757.91
UttarPradesh,Rampur,2010,990.09
UttarPradesh,Saharanpur,2010,937.71
UttarPradesh,Sambhal,2010,982.84
UttarPradesh,SantKabirNagar,2010,1046.87
UttarPradesh,SantRaviDasNagar,2010,1662.69
UttarPradesh,Shahjahanpur,2010,684.26
UttarPradesh,Shamli,2010,938.68
UttarPradesh,Shravasti,2010,722.01
UttarPradesh,SiddharthNagar,2010,944.48
UttarPradesh,Sitapur,2010,789.57
UttarPradesh,Sonbhadra,2010,281.97
UttarPradesh,Sultanpur,2010,919.29
UttarPradesh,Unnao,2010,675.56
UttarPradesh,Varanasi,2010,2567.2
Uttarakhand,Almora,2010,213.23
Uttarakhand,Bageshwar,2010,112.71
Uttarakhand,Chamoli,2010,56.97
Uttarakhand,Chamoli,2010,0
Uttarakhand,Chamoli,2010,8234.01
Uttarakhand,Chamoli,2010,0
Uttarakhand,Champawat,2010,119.43
Uttarakhand,Dehradun,2010,539.56
Uttarakhand,Garhwal,2010,174.16
Uttarakhand,Hardwar,2010,835.79
Uttarakhand,Nainital,2010,235.01
Uttarakhand,Pithoragarh,2010,72.57
Uttarakhand,Pithoragarh,2010,0
Uttarakhand,Pithoragarh,2010,2536.24
Uttarakhand,Pithoragarh,2010,0.05
Uttarakhand,Rudraprayag,2010,107.63
Uttarakhand,TehriGarhwal,2010,128.02
Uttarakhand,UdhamSinghNagar,2010,613.78
Uttarakhand,Uttarkashi,2010,54.5
Uttarakhand,Uttarkashi,2010,0.04
Uttarakhand,Uttarkashi,2010,391.73
Uttarakhand,Uttarkashi,2010,0.31
WestBengal,Alipurduar,2010,462.07
WestBengal,Bankura,2010,519.5
WestBengal,Barddhaman,2010,1154.63
WestBengal,Birbhum,2010,804.64
WestBengal,DakshinDinajpur,2010,760.83
WestBengal,Darjiling,2010,592.04
WestBengal,Haora,2010,2760.02
WestBengal,Hugli,2010,1729.13
WestBengal,Jalpaiguri,2010,756.65
WestBengal,KochBihar,2010,876.31
WestBengal,Kolkata,2010,36423.2
WestBengal,Maldah,2010,1001.16
WestBengal,Murshidabad,2010,1331.43
WestBengal,Nadia,2010,1249.72
WestBengal,North24Parganas,2010,1715.79
WestBengal,PashchimMedinipur,2010,650.12
WestBengal,PurbaMedinipur,2010,1302.04
WestBengal,Puruliya,2010,480.7
WestBengal,South24Parganas,2010,1977.75
WestBengal,UttarDinajpur,2010,892.01
AndamanandNicobar,NicobarIslands,2015,20.21
AndamanandNicobar,NorthandMiddleAndaman,2015,30.85
AndamanandNicobar,SouthAndaman,2015,97.95
AndhraPradesh,Anantapur,2015,227.88
AndhraPradesh,Chittoor,2015,294.2
AndhraPradesh,EastGodavari,2015,510.34
AndhraPradesh,Guntur,2015,457.21
AndhraPradesh,Krishna,2015,539.13
AndhraPradesh,Kurnool,2015,245.88
AndhraPradesh,Nellore,2015,241.86
AndhraPradesh,Prakasam,2015,202.47
AndhraPradesh,Srikakulam,2015,466.21
AndhraPradesh,Visakhapatnam,2015,407.56
AndhraPradesh,Vizianagaram,2015,393.68
AndhraPradesh,WestGodavari,2015,532.94
AndhraPradesh,Y.S.R.,2015,201.85
ArunachalPradesh,Anjaw,2015,6.36
ArunachalPradesh,Anjaw,2015,6.16
ArunachalPradesh,Anjaw,2015,2.33
ArunachalPradesh,Anjaw,2015,2.26
ArunachalPradesh,Changlang,2015,32.1
ArunachalPradesh,DibangValley,2015,0.81
ArunachalPradesh,EastKameng,2015,18.19
ArunachalPradesh,EastSiang,2015,70.57
ArunachalPradesh,EastSiang,2015,40.08
ArunachalPradesh,EastSiang,2015,25
ArunachalPradesh,EastSiang,2015,14.2
ArunachalPradesh,KurungKumey,2015,13.53
ArunachalPradesh,Lohit,2015,22.62
ArunachalPradesh,Lohit,2015,0
ArunachalPradesh,Lohit,2015,621.27
ArunachalPradesh,Lohit,2015,0
ArunachalPradesh,Longding,2015,57.78
ArunachalPradesh,LowerDibangValley,2015,34.81
ArunachalPradesh,LowerDibangValley,2015,6.59
ArunachalPradesh,LowerDibangValley,2015,11.33
ArunachalPradesh,LowerDibangValley,2015,2.14
ArunachalPradesh,LowerSubansiri,2015,33.45
ArunachalPradesh,Namsai,2015,177.84
ArunachalPradesh,PapumPare,2015,53.27
ArunachalPradesh,Tawang,2015,24.24
ArunachalPradesh,Tirap,2015,59.77
ArunachalPradesh,UpperSiang,2015,4.82
ArunachalPradesh,UpperSubansiri,2015,14.69
ArunachalPradesh,WestKameng,2015,13.93
ArunachalPradesh,WestSiang,2015,13.88
Assam,Baksa,2015,458.09
Assam,Barpeta,2015,749.82
Assam,Bongaigaon,2015,533.37
Assam,Cachar,2015,494.92
Assam,Chirang,2015,483.39
Assam,Darrang,2015,630.85
Assam,Dhemaji,2015,268.47
Assam,Dhubri,2015,730.51
Assam,Dibrugarh,2015,403.02
Assam,DimaHasao,2015,50.81
Assam,Goalpara,2015,538.53
Assam,Golaghat,2015,322.3
Assam,Hailakandi,2015,505.92
Assam,Jorhat,2015,399.73
Assam,Kamrup,2015,463.52
Assam,KamrupMetropolitan,2015,1629.17
Assam,KarbiAnglong,2015,78.71
Assam,Karimganj,2015,702.15
Assam,Kokrajhar,2015,302.42
Assam,Lakhimpur,2015,358.52
Assam,Morigaon,2015,666.36
Assam,Nagaon,2015,764.13
Assam,Nalbari,2015,879.72
Assam,Sivasagar,2015,473.31
Assam,Sonitpur,2015,385.28
Assam,Tinsukia,2015,327.09
Assam,Udalguri,2015,430.34
Bihar,Araria,2015,1154.16
Bihar,Arwal,2015,915.17
Bihar,Aurangabad,2015,876.54
Bihar,Aurangabad,2015,1228.73
Bihar,Banka,2015,831.01
Bihar,Begusarai,2015,1755.55
Bihar,Bhagalpur,2015,1221.16
Bihar,Bhojpur,2015,1273.93
Bihar,Buxar,2015,1127.77
Bihar,Darbhanga,2015,1789.35
Bihar,Gaya,2015,983.18
Bihar,Gopalganj,2015,1336.45
Bihar,Jamui,2015,648.21
Bihar,Jehanabad,2015,1354.49
Bihar,Kaimur,2015,521.57
Bihar,Katihar,2015,1071.26
Bihar,Khagaria,2015,1265.8
Bihar,Kishanganj,2015,967.23
Bihar,Lakhisarai,2015,874.61
Bihar,Madhepura,2015,1226.28
Bihar,Madhubani,2015,1349.05
Bihar,Munger,2015,1100.59
Bihar,Muzaffarpur,2015,1707.95
Bihar,Nalanda,2015,1396.04
Bihar,Nawada,2015,1014.95
Bihar,PashchimChamparan,2015,820.54
Bihar,Patna,2015,2041.27
Bihar,PurbaChamparan,2015,1420.93
Bihar,Purnia,2015,1131.72
Bihar,Rohtas,2015,860.32
Bihar,Saharsa,2015,1275.53
Bihar,Samastipur,2015,1766.74
Bihar,Saran,2015,1632
Bihar,Sheikhpura,2015,1137.08
Bihar,Sheohar,2015,1618.86
Bihar,Sitamarhi,2015,1723.4
Bihar,Siwan,2015,1618.48
Bihar,Supaul,2015,1054.93
Bihar,Vaishali,2015,1987.08
Chandigarh,Chandigarh,2015,7389.79
Chhattisgarh,Balod,2015,248.41
Chhattisgarh,BalodaBazar,2015,310.58
Chhattisgarh,Balrampur,2015,120.94
Chhattisgarh,Balrampur,2015,370.69
Chhattisgarh,Bastar,2015,154.85
Chhattisgarh,Bemetara,2015,299.18
Chhattisgarh,Bijapur,2015,30.85
Chhattisgarh,Bijapur,2015,274.75
Chhattisgarh,Bilaspur,2015,383.13
Chhattisgarh,Bilaspur,2015,84.02
Chhattisgarh,Dantewada,2015,101.49
Chhattisgarh,Dhamtari,2015,213
Chhattisgarh,Durg,2015,704.19
Chhattisgarh,Gariaband,2015,111.31
Chhattisgarh,Janjgir-Champa,2015,476.56
Chhattisgarh,Jashpur,2015,156.78
Chhattisgarh,Kabeerdham,2015,221.23
Chhattisgarh,Kondagaon,2015,121.06
Chhattisgarh,Korba,2015,200.53
Chhattisgarh,Koriya,2015,110.3
Chhattisgarh,Mahasamund,2015,228.16
Chhattisgarh,Mungeli,2015,274.24
Chhattisgarh,Narayanpur,2015,30.71
Chhattisgarh,Raigarh,2015,217.99
Chhattisgarh,Raigarh,2015,394.57
Chhattisgarh,Raipur,2015,766.75
Chhattisgarh,Rajnandgaon,2015,205.44
Chhattisgarh,Sukma,2015,48.41
Chhattisgarh,Surajpur,2015,154.83
Chhattisgarh,Surguja,2015,229.52
Chhattisgarh,UttarBastarKanker,2015,117.86
DadraandNagarHaveli,DadraandNagarHaveli,2015,988.83
DamanandDiu,Daman,2015,1948.94
DamanandDiu,Diu,2015,2553.52
Goa,NorthGoa,2015,491.15
Goa,SouthGoa,2015,344.65
Gujarat,Ahmadabad,2015,1053.76
Gujarat,Amreli,2015,219.33
Gujarat,Anand,2015,916.2
Gujarat,Aravalli,2015,354.76
Gujarat,BanasKantha,2015,315.31
Gujarat,Bharuch,2015,305.9
Gujarat,Bhavnagar,2015,374.75
Gujarat,Botad,2015,298.92
Gujarat,ChhotaUdaipur,2015,332.38
Gujarat,Dahod,2015,608.76
Gujarat,DevbhumiDwarka,2015,185.39
Gujarat,Gandhinagar,2015,585.36
Gujarat,GirSomnath,2015,504.67
Gujarat,Jamnagar,2015,215.33
Gujarat,Junagadh,2015,280.8
Gujarat,Kachchh,2015,53.82
Gujarat,Kheda,2015,538.21
Gujarat,Mahesana,2015,493.02
Gujarat,Mahisagar,2015,436.15
Gujarat,Morbi,2015,206.98
Gujarat,Narmada,2015,222.37
Gujarat,Navsari,2015,651.33
Gujarat,PanchMahals,2015,578.58
Gujarat,Patan,2015,262.14
Gujarat,Porbandar,2015,273.4
Gujarat,Rajkot,2015,424.62
Gujarat,SabarKantha,2015,353.16
Gujarat,Surat,2015,1587.68
Gujarat,Surendranagar,2015,182.73
Gujarat,Tapi,2015,288.71
Gujarat,TheDangs,2015,151.09
Gujarat,Vadodara,2015,806.32
Gujarat,Valsad,2015,635.55
Haryana,Ambala,2015,758.68
Haryana,Bhiwani,2015,374.95
Haryana,Faridabad,2015,2016.07
Haryana,Fatehabad,2015,400.64
Haryana,Gurgaon,2015,1454.46
Haryana,Hisar,2015,457.54
Haryana,Jhajjar,2015,516.86
Haryana,Jind,2015,517.72
Haryana,Kaithal,2015,520.86
Haryana,Karnal,2015,633.59
Haryana,Kurukshetra,2015,595.96
Haryana,Mahendragarh,2015,497.01
Haryana,Mewat,2015,722.36
Haryana,Palwal,2015,974.33
Haryana,Panchkula,2015,727.38
Haryana,Panipat,2015,1054.67
Haryana,Rewari,2015,617.47
Haryana,Rohtak,2015,693.06
Haryana,Sirsa,2015,330.73
Haryana,Sonipat,2015,740.35
Haryana,Yamunanagar,2015,881.22
HimachalPradesh,Bilaspur,2015,1818.58
HimachalPradesh,Bilaspur,2015,398.83
HimachalPradesh,Chamba,2015,84.16
HimachalPradesh,Hamirpur,2015,434.98
HimachalPradesh,Hamirpur,2015,1286.57
HimachalPradesh,Kangra,2015,280.03
HimachalPradesh,Kinnaur,2015,14.08
HimachalPradesh,Kinnaur,2015,0.01
HimachalPradesh,Kinnaur,2015,0
HimachalPradesh,Kinnaur,2015,770.03
HimachalPradesh,Kinnaur,2015,0.43
HimachalPradesh,Kinnaur,2015,0.12
HimachalPradesh,Kinnaur,2015,875.69
HimachalPradesh,Kinnaur,2015,0.49
HimachalPradesh,Kinnaur,2015,0.13
HimachalPradesh,Kullu,2015,82.12
HimachalPradesh,Lahul&Spiti,2015,2.39
HimachalPradesh,Lahul&Spiti,2015,0
HimachalPradesh,Lahul&Spiti,2015,168.84
HimachalPradesh,Lahul&Spiti,2015,0.19
HimachalPradesh,Mandi,2015,278.21
HimachalPradesh,Shimla,2015,171.49
HimachalPradesh,Sirmaur,2015,189.51
HimachalPradesh,Solan,2015,348.66
HimachalPradesh,Una,2015,337.7
JammuandKashmir,Anantnag,2015,393.74
JammuandKashmir,Badgam,2015,671.37
JammuandKashmir,Bandipore,2015,83.44
JammuandKashmir,Baramulla,2015,521.36
JammuandKashmir,Doda,2015,216.76
JammuandKashmir,Ganderbal,2015,290.39
JammuandKashmir,Jammu,2015,749.03
JammuandKashmir,Kargil,2015,10.4
JammuandKashmir,Kathua,2015,242.28
JammuandKashmir,Kishtwar,2015,26.34
JammuandKashmir,Kulgam,2015,453.95
JammuandKashmir,Kupwara,2015,338.27
JammuandKashmir,Leh(Ladakh),2015,3.03
JammuandKashmir,Poonch,2015,357.29
JammuandKashmir,Pulwama,2015,846.6
JammuandKashmir,Rajouri,2015,223.71
JammuandKashmir,Ramban,2015,277.36
JammuandKashmir,Reasi,2015,164.36
JammuandKashmir,Samba,2015,486.95
JammuandKashmir,Shupiyan,2015,723.83
JammuandKashmir,Srinagar,2015,1995.69
JammuandKashmir,Udhampur,2015,270.86
Jharkhand,Bokaro,2015,778.51
Jharkhand,Chatra,2015,314.75
Jharkhand,Deoghar,2015,671.13
Jharkhand,Dhanbad,2015,1425.72
Jharkhand,Dumka,2015,371.45
Jharkhand,Garhwa,2015,379.18
Jharkhand,Giridih,2015,541.46
Jharkhand,Godda,2015,615.11
Jharkhand,Gumla,2015,214.81
Jharkhand,Hazaribagh,2015,430.82
Jharkhand,Jamtara,2015,445.24
Jharkhand,Khunti,2015,214.55
Jharkhand,Kodarma,2015,473.01
Jharkhand,Latehar,2015,197.79
Jharkhand,Lohardaga,2015,340.25
Jharkhand,Pakur,2015,492.94
Jharkhand,Palamu,2015,468.5
Jharkhand,PashchimiSinghbhum,2015,226.9
Jharkhand,PurbiSinghbhum,2015,762.5
Jharkhand,Ramgarh,2015,737.75
Jharkhand,Ranchi,2015,664.11
Jharkhand,Sahibganj,2015,784.79
Jharkhand,Saraikela-kharsawan,2015,355.42
Jharkhand,Simdega,2015,169.61
Karnataka,Bagalkot,2015,297.02
Karnataka,Bangalore,2015,5280.48
Karnataka,BangaloreRural,2015,497.7
Karnataka,Belgaum,2015,382.55
Karnataka,Bellary,2015,318.18
Karnataka,Bidar,2015,330.47
Karnataka,Bijapur,2015,25.69
Karnataka,Bijapur,2015,228.83
Karnataka,Chamrajnagar,2015,189.64
Karnataka,Chikballapura,2015,299.11
Karnataka,Chikmagalur,2015,166.43
Karnataka,Chitradurga,2015,207.35
Karnataka,DakshinaKannada,2015,491.87
Karnataka,Davanagere,2015,365.96
Karnataka,Dharwad,2015,462.73
Karnataka,Gadag,2015,258.62
Karnataka,Gulbarga,2015,242.96
Karnataka,Hassan,2015,272.77
Karnataka,Haveri,2015,327.84
Karnataka,Kodagu,2015,154.79
Karnataka,Kolar,2015,402.98
Karnataka,Koppal,2015,262.13
Karnataka,Mandya,2015,353.79
Karnataka,Mysore,2015,522.86
Karnataka,Raichur,2015,242.59
Karnataka,Ramanagara,2015,328.79
Karnataka,Shimoga,2015,197.97
Karnataka,Tumkur,2015,263.62
Karnataka,Udupi,2015,311.79
Karnataka,UttaraKannada,2015,150.45
Karnataka,Yadgir,2015,238.1
Kerala,Alappuzha,2015,1877.92
Kerala,Ernakulam,2015,1680.31
Kerala,Idukki,2015,228.44
Kerala,Kannur,2015,926.7
Kerala,Kasaragod,2015,648.08
Kerala,Kollam,2015,1195.72
Kerala,Kottayam,2015,952.66
Kerala,Kozhikode,2015,1640.96
Kerala,Malappuram,2015,1392.06
Kerala,Palakkad,2015,660.57
Kerala,Pathanamthitta,2015,538.76
Kerala,Thiruvananthapuram,2015,1809.62
Kerala,Thrissur,2015,1241.07
Kerala,Wayanad,2015,469.3
Lakshadweep,Lakshadweep,2015,1898.85
MadhyaPradesh,AgarMalwa,2015,223.82
MadhyaPradesh,Alirajpur,2015,248.13
MadhyaPradesh,Anuppur,2015,328.97
MadhyaPradesh,Ashoknagar,2015,204.31
MadhyaPradesh,Balaghat,2015,194.05
MadhyaPradesh,Barwani,2015,292.17
MadhyaPradesh,Betul,2015,169.72
MadhyaPradesh,Bhind,2015,408.94
MadhyaPradesh,Bhopal,2015,986.25
MadhyaPradesh,Burhanpur,2015,259.07
MadhyaPradesh,Chhatarpur,2015,220.7
MadhyaPradesh,Chhindwara,2015,192.38
MadhyaPradesh,Damoh,2015,185.91
MadhyaPradesh,Datia,2015,335.28
MadhyaPradesh,Dewas,2015,241.4
MadhyaPradesh,Dhar,2015,300.61
MadhyaPradesh,Dindori,2015,141.2
MadhyaPradesh,EastNimar,2015,186.59
MadhyaPradesh,Guna,2015,208.56
MadhyaPradesh,Gwalior,2015,492.86
MadhyaPradesh,Harda,2015,195.31
MadhyaPradesh,Hoshangabad,2015,203.61
MadhyaPradesh,Indore,2015,948.96
MadhyaPradesh,Jabalpur,2015,582.35
MadhyaPradesh,Jhabua,2015,322.24
MadhyaPradesh,Katni,2015,292.96
MadhyaPradesh,Mandla,2015,144.98
MadhyaPradesh,Mandsaur,2015,245.21
MadhyaPradesh,Morena,2015,433.54
MadhyaPradesh,Narsimhapur,2015,237.92
MadhyaPradesh,Neemuch,2015,197.01
MadhyaPradesh,Panna,2015,160.29
MadhyaPradesh,Raisen,2015,170.18
MadhyaPradesh,Rajgarh,2015,264.81
MadhyaPradesh,Ratlam,2015,318.71
MadhyaPradesh,Rewa,2015,411.93
MadhyaPradesh,Sagar,2015,255.59
MadhyaPradesh,Satna,2015,326.66
MadhyaPradesh,Sehore,2015,217.95
MadhyaPradesh,Seoni,2015,171.13
MadhyaPradesh,Shahdol,2015,172.72
MadhyaPradesh,Shajapur,2015,297.65
MadhyaPradesh,Sheopur,2015,123.04
MadhyaPradesh,Shivpuri,2015,180.81
MadhyaPradesh,Sidhi,2015,255.21
MadhyaPradesh,Singrauli,2015,232.86
MadhyaPradesh,Tikamgarh,2015,309.22
MadhyaPradesh,Ujjain,2015,352.01
MadhyaPradesh,Umaria,2015,154.28
MadhyaPradesh,Vidisha,2015,217.23
MadhyaPradesh,WestNimar,2015,248.26
Maharashtra,Ahmadnagar,2015,290.85
Maharashtra,Akola,2015,356.85
Maharashtra,Amravati,2015,253.45
Maharashtra,Aurangabad,2015,283.25
Maharashtra,Aurangabad,2015,397.06
Maharashtra,Bhandara,2015,303.49
Maharashtra,Bid,2015,256.67
Maharashtra,Buldana,2015,287.79
Maharashtra,Chandrapur,2015,207.08
Maharashtra,Dhule,2015,309.67
Maharashtra,Garhchiroli,2015,80.32
Maharashtra,Gondiya,2015,281.27
Maharashtra,Hingoli,2015,272.29
Maharashtra,Jalgaon,2015,384.62
Maharashtra,Jalna,2015,273.63
Maharashtra,Kolhapur,2015,507.82
Maharashtra,Latur,2015,361.35
Maharashtra,MumbaiCity,2015,46172.39
Maharashtra,MumbaiSuburban,2015,25409.71
Maharashtra,Nagpur,2015,507.32
Maharashtra,Nanded,2015,342.97
Maharashtra,Nandurbar,2015,302.17
Maharashtra,Nashik,2015,427.23
Maharashtra,Osmanabad,2015,241.26
Maharashtra,Palghar,2015,612.08
Maharashtra,Parbhani,2015,308.46
Maharashtra,Pune,2015,666.11
Maharashtra,Raigarh,2015,216.99
Maharashtra,Raigarh,2015,392.77
Maharashtra,Ratnagiri,2015,194.34
Maharashtra,Sangli,2015,368.06
Maharashtra,Satara,2015,298.21
Maharashtra,Sindhudurg,2015,166.65
Maharashtra,Solapur,2015,310.17
Maharashtra,Thane,2015,1917.19
Maharashtra,Wardha,2015,217.67
Maharashtra,Washim,2015,247.43
Maharashtra,Yavatmal,2015,218.51
Manipur,Bishnupur,2015,609.71
Manipur,Chandel,2015,48.35
Manipur,Churachandpur,2015,60.87
Manipur,ImphalEast,2015,639.94
Manipur,ImphalWest,2015,1210.26
Manipur,Senapati,2015,138.14
Manipur,Tamenglong,2015,37.76
Manipur,Thoubal,2015,749.43
Manipur,Ukhrul,2015,44.93
Meghalaya,EastGaroHills,2015,103.79
Meghalaya,EastKhasiHills,2015,320.98
Meghalaya,JaintiaHills,2015,119.8
Meghalaya,NorthGaroHills,2015,137.45
Meghalaya,RiBhoi,2015,118.57
Meghalaya,SouthGaroHills,2015,85.47
Meghalaya,SouthWestGaroHills,2015,326.69
Meghalaya,SouthWestKhasiHills,2015,85.37
Meghalaya,WestGaroHills,2015,217.86
Meghalaya,WestKhasiHills,2015,76.07
Mizoram,Aizawl,2015,126.37
Mizoram,Champhai,2015,37.72
Mizoram,Kolasib,2015,86.12
Mizoram,Lawangtlai,2015,55.86
Mizoram,Lunglei,2015,38.34
Mizoram,Mamit,2015,32.84
Mizoram,Saiha,2015,39.03
Mizoram,Serchhip,2015,48.31
Nagaland,Dimapur,2015,638.93
Nagaland,Kiphire,2015,60.56
Nagaland,Kohima,2015,204.62
Nagaland,Longleng,2015,70.06
Nagaland,Mokokchung,2015,117.44
Nagaland,Mon,2015,106.35
Nagaland,Peren,2015,55.72
Nagaland,Phek,2015,81.39
Nagaland,Tuensang,2015,89.53
Nagaland,Wokha,2015,85.15
Nagaland,Zunheboto,2015,86
NCTofDelhi,West,2015,12126.56
Odisha,Anugul,2015,206.32
Odisha,Balangir,2015,281.6
Odisha,Baleshwar,2015,641.17
Odisha,Bargarh,2015,252.88
Odisha,Bauda,2015,158.26
Odisha,Bhadrak,2015,618.27
Odisha,Cuttack,2015,797.52
Odisha,Debagarh,2015,120.23
Odisha,Dhenkanal,2015,298.85
Odisha,Gajapati,2015,159.66
Odisha,Ganjam,2015,447.86
Odisha,Jagatsinghapur,2015,729.24
Odisha,Jajapur,2015,690.38
Odisha,Jharsuguda,2015,287.53
Odisha,Kalahandi,2015,218.89
Odisha,Kandhamal,2015,97.82
Odisha,Kendrapara,2015,655.62
Odisha,Kendujhar,2015,237.29
Odisha,Khordha,2015,734.38
Odisha,Koraput,2015,174.6
Odisha,Malkangiri,2015,118.12
Odisha,Mayurbhanj,2015,262.99
Odisha,Nabarangapur,2015,244.68
Odisha,Nayagarh,2015,258.49
Odisha,Nuapada,2015,174.49
Odisha,Puri,2015,502.18
Odisha,Rayagada,2015,145.46
Odisha,Sambalpur,2015,185.04
Odisha,Subarnapur,2015,269.5
Odisha,Sundargarh,2015,229.8
Puducherry,Karaikal,2015,1322.44
Puducherry,Mahe,2015,1020.31
Puducherry,Puducherry,2015,3943.35
Puducherry,Yanam,2015,1353.03
Punjab,Amritsar,2015,987.86
Punjab,Barnala,2015,454.13
Punjab,Bathinda,2015,471.28
Punjab,Faridkot,2015,439.32
Punjab,FatehgarhSahib,2015,531.64
Punjab,Fazilka,2015,382.87
Punjab,Firozpur,2015,413.97
Punjab,Gurdaspur,2015,684.72
Punjab,Hoshiarpur,2015,508.09
Punjab,Jalandhar,2015,910.32
Punjab,Kapurthala,2015,486.96
Punjab,Ludhiana,2015,1029.48
Punjab,Mansa,2015,329.66
Punjab,Moga,2015,448.34
Punjab,Muktsar,2015,397.75
Punjab,Pathankot,2015,710.07
Punjab,Patiala,2015,630.98
Punjab,Rupnagar,2015,507.56
Punjab,SahibzadaAjitSinghNagar,2015,1298.28
Punjab,Sangrur,2015,487.87
Punjab,ShahidBhagatSinghNagar,2015,522.06
Punjab,TarnTaran,2015,496.65
Rajasthan,Ajmer,2015,326.97
Rajasthan,Alwar,2015,494.56
Rajasthan,Banswara,2015,446.33
Rajasthan,Baran,2015,193.39
Rajasthan,Barmer,2015,100.96
Rajasthan,Bharatpur,2015,531.08
Rajasthan,Bhilwara,2015,253.23
Rajasthan,Bikaner,2015,85.37
Rajasthan,Bundi,2015,217.38
Rajasthan,Chittaurgarh,2015,222.77
Rajasthan,Churu,2015,144.41
Rajasthan,Dausa,2015,556.82
Rajasthan,Dhaulpur,2015,448.98
Rajasthan,Dungarpur,2015,403.27
Rajasthan,Ganganagar,2015,189.88
Rajasthan,Hanumangarh,2015,200.87
Rajasthan,Jaipur,2015,659.3
Rajasthan,Jaisalmer,2015,18.92
Rajasthan,Jalor,2015,188.04
Rajasthan,Jhalawar,2015,250.45
Rajasthan,Jhunjhunun,2015,401.56
Rajasthan,Jodhpur,2015,180.59
Rajasthan,Karauli,2015,314.76
Rajasthan,Kota,2015,392.01
Rajasthan,Nagaur,2015,199.65
Rajasthan,Pali,2015,175.88
Rajasthan,Pratapgarh,2015,221.92
Rajasthan,Pratapgarh,2015,832.65
Rajasthan,Rajsamand,2015,266.44
Rajasthan,SawaiMadhopur,2015,296.9
Rajasthan,Sikar,2015,370.43
Rajasthan,Sirohi,2015,220.38
Rajasthan,Tonk,2015,209.74
Rajasthan,Udaipur,2015,275.18
Sikkim,EastSikkim,2015,329.61
Sikkim,NorthSikkim,2015,10.27
Sikkim,SouthSikkim,2015,203.2
Sikkim,WestSikkim,2015,110.41
TamilNadu,Ariyalur,2015,379.96
TamilNadu,Chennai,2015,24432.59
TamilNadu,Coimbatore,2015,861.4
TamilNadu,Cuddalore,2015,776.09
TamilNadu,Dharmapuri,2015,364.47
TamilNadu,Dindigul,2015,384.27
TamilNadu,Erode,2015,370.07
TamilNadu,Kancheepuram,2015,1167.76
TamilNadu,Kanniyakumari,2015,1271.41
TamilNadu,Karur,2015,368.24
TamilNadu,Krishnagiri,2015,393.56
TamilNadu,Madurai,2015,879.99
TamilNadu,Nagappattinam,2015,704.86
TamilNadu,Namakkal,2015,581.88
TamilNadu,Perambalur,2015,303.94
TamilNadu,Pudukkottai,2015,374.52
TamilNadu,Ramanathapuram,2015,318.15
TamilNadu,Salem,2015,740.86
TamilNadu,Sivaganga,2015,375.71
TamilNadu,Thanjavur,2015,733.69
TamilNadu,TheNilgiris,2015,297.1
TamilNadu,Theni,2015,483.36
TamilNadu,Thiruvallur,2015,1092.06
TamilNadu,Thiruvarur,2015,587.58
TamilNadu,Thoothukkudi,2015,395.1
TamilNadu,Tiruchirappalli,2015,673.18
TamilNadu,Tirunelveli,2015,480.89
TamilNadu,Tiruppur,2015,554.75
TamilNadu,Tiruvannamalai,2015,444.49
TamilNadu,Vellore,2015,676.34
TamilNadu,Viluppuram,2015,549.46
TamilNadu,Virudunagar,2015,483.82
Telangana,Adilabad,2015,174.09
Telangana,Hyderabad,2015,18354.61
Telangana,Karimnagar,2015,340.56
Telangana,Khammam,2015,183.07
Telangana,Mahbubnagar,2015,237.38
Telangana,Medak,2015,330.79
Telangana,Nalgonda,2015,259.98
Telangana,Nizamabad,2015,340.01
Telangana,RangaReddy,2015,950.86
Telangana,Warangal,2015,293.7
Tripura,Dhalai,2015,164.05
Tripura,Gomati,2015,370.99
Tripura,Khowai,2015,303.59
Tripura,NorthTripura,2015,281.88
Tripura,Sipahijala,2015,464.33
Tripura,SouthTripura,2015,278.74
Tripura,Unokoti,2015,465.02
Tripura,WestTripura,2015,1047.58
UttarPradesh,Agra,2015,1235.54
UttarPradesh,Aligarh,2015,1053.89
UttarPradesh,Allahabad,2015,915.72
UttarPradesh,AmbedkarNagar,2015,1170.15
UttarPradesh,Amethi,2015,864.1
UttarPradesh,Amroha,2015,924.63
UttarPradesh,Auraiya,2015,706.58
UttarPradesh,Azamgarh,2015,1145.97
UttarPradesh,Baghpat,2015,1023.25
UttarPradesh,Bahraich,2015,665.82
UttarPradesh,Ballia,2015,1148.96
UttarPradesh,Balrampur,2015,227.62
UttarPradesh,Balrampur,2015,697.71
UttarPradesh,Banda,2015,442.46
UttarPradesh,Barabanki,2015,906.69
UttarPradesh,Bareilly,2015,1228.94
UttarPradesh,Basti,2015,897.31
UttarPradesh,Bijnor,2015,903.31
UttarPradesh,Budaun,2015,834.59
UttarPradesh,Bulandshahr,2015,1075.75
UttarPradesh,Chandauli,2015,765.58
UttarPradesh,Chitrakoot,2015,359.99
UttarPradesh,Deoria,2015,1270.6
UttarPradesh,Etah,2015,797.78
UttarPradesh,Etawah,2015,787.91
UttarPradesh,Faizabad,2015,1290.06
